,pre,post
hours,720.0,720.0
n_blocks,863799.0,1727278.0
n_headers,863799.0,1727278.0
block_interval_ms,3000.6969221970876,1500.6290243956098
n_intervals,863798.0,1727278.0
swaps,123986.0,129872.0
swaps_per_block,0.14353570680216116,0.07518882310780314
share_blocks_with_swap,0.11671928307395586,0.06425369859397272
volume_quote_per_hour,1140640.8177708713,939196.816920012
arb_swaps_share,0.6513638636620264,0.6416317605026488
arb_strict_share,0.33008565483199714,0.21089226315141063
arb_volume_share,0.8528311559323393,0.8450322781740879
arb_swaps_per_hour,112.1668397636416,115.73608878547671
median_arb_size_quote,6336.047774316807,5194.813330266579
fee_bps_of_volume,5.0,5.000000000000001
arb_loss_bps_of_volume,5.571322139021598,5.133040241232488
lp_net_bps_of_volume,-0.5713221390215983,-0.13304024123248778
arb_loss_over_fee,1.1142644278043197,1.0266080482464974
arb_loss_per_hour_quote,635.4877440718556,482.0935055687883
arb_loss_per_arb_quote,6.168750676289801,4.610239531965311
mean_abs_dev_bps,3.1319907813144496,3.028313963810243
share_sec_outside_band,0.15887612853394464,0.1406496370950474
dev_half_life_s,20.49176082415978,44.47065431260428
outside_band_episode_mean_s,6.924300511164918,8.911802092500244
cex_vol_1s_bps,0.774786179743373,0.5227359305271255
cex_vol_1m_per_s_bps,0.9391035342902808,0.6563437959513859
arb_loss_rate_over_sigma2,72057672357.26103,111909901140.85632
arb_loss_rate_over_sigma3,767302749123588.1,1705050033704367.8
markout_30s_bps_of_volume,-0.9482142822659198,-0.4742421223243706
ref_kline_vs_tick_mean_abs_bps,0.0012920912111427892,0.14060004044496663
ref_kline_vs_tick_rms_bps,0.04341799002591474,0.5156468092053237
IS_window_hours,336.0,336.0
IS_dex_upper,0.00018498944041414554,0.001045378340175308
IS_dex_lower,4.1556334906791596e-05,0.00040587542285732846
alpha_dex,-0.011928010223540064,-0.009437894018343329
alpha_cex,0.00024668234428892926,-0.0005020482297726482
