sender,distinct_eoas,arbs_with_tx,median_arbs_per_eoa,top_eoa_share,top3_eoa_share,strict_arbs,pools,tx_to_equals_sender_share,public,wallet_rotation,operator
0x34fc3152a5abf57699f00d6fef5ebac8da2fb33a,50,206,4.0,0.038834951456310676,0.11650485436893204,221,4,0.9321266968325792,False,True,c:0xf31d55b8be017de3d96781c6752f54f793d6d25d
0x3742d39b7df8005bdfee9ce0ef09ee0d9b61ca45,48,195,4.0,0.06153846153846154,0.13846153846153847,205,4,0.9512195121951219,False,True,c:0xf31d55b8be017de3d96781c6752f54f793d6d25d
0xbb5cbb0d8bdc8dee1485f6e1d22449da3d34d45d,11,181,4.0,0.7624309392265194,0.850828729281768,204,4,0.8872549019607843,False,False,c:0xbb5cbb0d8bdc8dee1485f6e1d22449da3d34d45d
0xd4ea1af6903b6d92bc8b06c2c56e42b5a23c78c1,6,200,35.0,0.32,0.73,201,3,0.9950248756218906,False,False,c:0xd4ea1af6903b6d92bc8b06c2c56e42b5a23c78c1
0x64cd5941e231a838caeb1d3f09a54616077fe0cc,23,180,8.0,0.07777777777777778,0.21666666666666667,194,4,0.0,False,False,c:0x64cd5941e231a838caeb1d3f09a54616077fe0cc
0x85cd07ea01423b1e937929b44e4ad8c40bbb5e71,89,157,1.0,0.267515923566879,0.36942675159235666,193,4,0.0,True,False,public
0x7bba2a9a00a8b5d3be3f86f5c6140bf6e5f79a1a,25,182,2.0,0.13736263736263737,0.3901098901098901,190,4,0.9578947368421052,False,False,c:0x7bba2a9a00a8b5d3be3f86f5c6140bf6e5f79a1a
0x6e7f0a32618d6fa255acc19e9a957e8154382ef8,12,184,13.0,0.33152173913043476,0.5760869565217391,186,3,0.989247311827957,False,False,c:0x6e7f0a32618d6fa255acc19e9a957e8154382ef8
0x678a8e7e15ac3e75f2605637655528980362d2b9,111,172,1.0,0.03488372093023256,0.09302325581395349,172,2,1.0,True,False,public
0xa59452081c357a60956eb8bd83303da678d0b0d9,1,159,159.0,1.0,1.0,170,4,0.9352941176470588,False,False,c:0xa59452081c357a60956eb8bd83303da678d0b0d9
0x74637414877fc2fb4b79a29396014c7ad8537f80,10,149,13.5,0.1476510067114094,0.4228187919463087,151,4,0.9867549668874173,False,False,c:0xfd7ac7e9dfbb78a0ab17b2476bb890f178120d1d
0xa49839864c752ca76281335453a700fe31c0463b,2,127,63.5,0.5748031496062992,1.0,151,4,0.8410596026490066,False,False,c:0xa49839864c752ca76281335453a700fe31c0463b
0x1de460f363af910f51726def188f9004276bf4bc,124,147,1.0,0.02040816326530612,0.05442176870748299,147,2,1.0,True,False,public
0x5711eecab459dc79e85106dc0758bdff20b03457,15,137,6.0,0.15328467153284672,0.39416058394160586,139,3,0.9856115107913669,False,False,c:0x863cb59042b240e70add7378e166bbd9efdc7b66
0x5895b8e1b27cd44dbb2fcec6e6b7fcc484dbb8fd,35,124,3.0,0.08064516129032258,0.20967741935483872,124,4,0.0,False,True,c:0x5895b8e1b27cd44dbb2fcec6e6b7fcc484dbb8fd
0x4a99693dbc7545efc4b39431f163adcb4ed541fb,20,117,5.0,0.13675213675213677,0.36752136752136755,119,3,0.0,False,False,c:0x7761fdc9f33ec8c5ff233f056081fc1202258500
0xd115d22459aae9ed54954ab26551958cdf2556e7,11,91,4.0,0.5714285714285714,0.7252747252747253,108,4,0.8425925925925926,False,False,c:0xd115d22459aae9ed54954ab26551958cdf2556e7
0x0c575cba80b5d8e0314cefcd4decdb38b7dcbe3a,50,66,1.0,0.09090909090909091,0.16666666666666666,108,4,0.0,True,False,public
0x15392211222b46a0ea85a9a800830486d144848d,35,82,1.0,0.2926829268292683,0.4146341463414634,106,4,0.1792452830188679,True,False,public
0x6140b987d6b51fd75b66c3b07733beb5167c42fc,73,83,1.0,0.04819277108433735,0.12048192771084337,106,4,0.0,True,False,public
0x8a0f488d97061320e87e5ac9a27847014c7ab00b,92,101,1.0,0.0297029702970297,0.06930693069306931,106,2,0.9528301886792453,True,False,public
0xb693c5df79e4bf2758261fe1a3445bcfaf578983,1,87,87.0,1.0,1.0,106,4,0.6132075471698113,False,False,c:0xb693c5df79e4bf2758261fe1a3445bcfaf578983
0x8743140e18319bd8a03823be415a3f9691799556,14,90,7.0,0.15555555555555556,0.37777777777777777,95,3,0.0,False,False,c:0xfbcb2705105e4b07b5f6aab73c4b928d941abca6
0xfad9a6422152c257006a4dbb3374ae700e9d3a8a,76,87,1.0,0.034482758620689655,0.08045977011494253,91,4,0.9560439560439561,True,False,public
