pool,dayrel,rv,hours,volume,liq,n_arb,over,profit,loss,sigma_bps
BTCB-USDT-500,-31,1.3147621266779117e-05,1,488509.2971364898,3.9589803333868644e+23,59,0.40745217911522874,4.487466598093334,132.09929885492065,0.6043274789838498
BTCB-USDT-500,-30,0.0008398971662729155,24,40695617.26104444,3.987882077353514e+23,4992,0.4024414614642687,7501.782485838947,15244.706163602594,0.9859529409179545
BTCB-USDT-500,-29,0.0008392240568889709,24,35050990.04209168,3.724265293663931e+23,4868,0.41878130381051437,5065.759411008087,15297.551480734863,0.9855577811157449
BTCB-USDT-500,-28,0.0011419951087664878,24,45936406.39088822,3.837698197448728e+23,6203,0.452612745266056,3581.452120449281,22837.812243093245,1.149675431636843
BTCB-USDT-500,-27,0.0011550243328598447,24,56442084.58955102,3.941919193679755e+23,6853,0.5167558223818272,5923.60105345532,26025.568310300696,1.1562152561646049
BTCB-USDT-500,-26,0.0010313318023602313,24,37956031.01454466,3.7468701731148793e+23,4898,0.5029382637983547,2514.639794365657,17777.899637403792,1.0925525468125385
BTCB-USDT-500,-25,9.932083012309257e-05,24,4924285.419766242,3.7437999511083656e+23,498,0.4543372455710477,145.59040729477874,1781.1318508017407,0.33904964901076085
BTCB-USDT-500,-24,0.0004097956862640177,24,18337451.77526833,3.699370817324127e+23,2204,0.42053260557522276,2078.7825984090414,7590.5174871715735,0.6886948255980845
BTCB-USDT-500,-23,0.0006019801990601426,24,27873303.407371957,3.975427018920767e+23,3148,0.4436077480176322,1069.9263751119595,12300.81659372069,0.8347073388348725
BTCB-USDT-500,-22,0.0006411849623072333,24,29834833.962282896,3.8742217263313844e+23,3232,0.5409165331097752,34797.52512395254,10381.549150549123,0.8614593576557348
BTCB-USDT-500,-21,0.00034032413880010236,24,13391468.230582949,3.7021588907714155e+23,1755,0.4310922067210794,1467.9226354634702,5559.398949826944,0.6276094957589354
BTCB-USDT-500,-20,0.00033065027786653104,24,12779173.776802167,3.816574527373892e+23,1302,0.462709895464968,797.1639816659308,5695.832395769648,0.6186251537595611
BTCB-USDT-500,-19,0.00035846942077548085,24,17122953.288956646,3.7484892820261984e+23,1987,0.47342082483024917,1083.519925298852,6869.963541432256,0.6441235618533018
BTCB-USDT-500,-18,6.162493066649487e-05,24,4174996.9376618383,4.056739480176603e+23,361,0.3268744379427419,442.5392021099055,1164.8913370998168,0.26706769036027
BTCB-USDT-500,-17,0.000177656574096588,24,8489943.281700604,3.818545307258537e+23,889,0.3472389156956817,465.8439950105965,3308.6699220446185,0.4534545565258043
BTCB-USDT-500,-16,0.0004819326409028592,24,25656860.93221241,3.838591765943793e+23,2740,0.527434034820761,3544.300654118707,9284.917620781092,0.7468550116671798
BTCB-USDT-500,-15,0.0003497776023428292,24,20835489.529279202,4.7830757443197464e+23,1979,0.4035378956518583,700.4477541329475,8923.107834706821,0.6362666012740203
BTCB-USDT-500,-14,0.00022184706326983534,24,12284178.244465658,4.800187239331553e+23,1234,0.38218396970144597,469.8287721854024,4882.82367936754,0.5067222457521351
BTCB-USDT-500,-13,0.0001106738711595047,24,7836077.874725392,4.832553448266994e+23,639,0.3671104047239206,172.99843758957672,2725.7300735966405,0.35790328063104393
BTCB-USDT-500,-12,0.0005914845457197035,24,28304372.82975565,5.0055099450842675e+23,2918,0.36382582124851215,1334.9071094030708,13325.403679389497,0.8273986914317608
BTCB-USDT-500,-11,0.0001744736203502501,24,10042849.12250492,4.599202747714192e+23,1007,0.31821466977785656,444.98648295952063,3862.6348437981706,0.44937407645587124
BTCB-USDT-500,-10,0.00028336834436761904,24,10998407.220350113,3.4315777738602906e+23,1459,0.34037959478666274,420.7532144145117,4765.8466480175475,0.5726889389501559
BTCB-USDT-500,-9,0.0004179504756970499,24,19966447.373926267,3.5750996392021356e+23,2211,0.4094912949292476,646.9204576909902,7864.809584250579,0.6955134624874023
BTCB-USDT-500,-8,0.0006213103497613704,24,49176886.24177154,8.379897273541841e+23,4103,0.330546675229057,3002.895749234993,23606.146945672903,0.8480030666882621
BTCB-USDT-500,-7,0.000448681392157992,24,37242699.56694219,8.606029208923861e+23,3307,0.33070957138042156,2375.288430977554,17527.492322299706,0.7206297016148638
BTCB-USDT-500,-6,0.0005218176419082448,24,20449231.311523814,3.436073356537516e+23,2867,0.42769734046360086,2065.7769974483717,8588.354015991637,0.7771458061782669
BTCB-USDT-500,-5,0.000512018557117823,24,22213083.881132882,3.838933179735874e+23,2843,0.4327627554883598,2377.7766735062137,9266.881274260537,0.7698143092579023
BTCB-USDT-500,-4,3.255532937123048e-05,24,3602006.3354561357,7.996955017653296e+23,289,0.18560216186595285,36.140005963571824,1135.3852211613098,0.19411280062079908
BTCB-USDT-500,-3,0.00019584415673007887,24,17536654.167167492,8.144626120193005e+23,1590,0.24326420675100388,1004.5107395076925,8548.50971028721,0.4761002811350257
BTCB-USDT-500,-2,0.0004260865221812399,24,23926767.963377498,4.524868791907486e+23,2704,0.3788409364339104,2646.1817619538374,9862.697612081354,0.7022504517399955
BTCB-USDT-500,-1,0.0008411163472219728,24,45700477.32834462,6.882045677659991e+23,3768,0.4082757101461068,4732.629930752444,22464.405217608954,0.9866682779770374
BTCB-USDT-500,0,0.0005548918055587956,24,32205154.727632284,4.3454356570411374e+23,3751,0.39176447646545604,1796.7489071947905,13201.814161316814,0.8013962104124407
BTCB-USDT-500,1,0.0004693729362393425,24,28140925.876014944,4.874777397108254e+23,2767,0.29117797026904935,1280.8501674955448,11750.13337613576,0.7370588261733114
BTCB-USDT-500,2,0.00027516978623821935,24,15818724.165323736,4.694016099171589e+23,1502,0.2531575944212258,1420.605970503005,6040.623487436251,0.5643434671251435
BTCB-USDT-500,3,5.391328817560218e-05,24,4833429.46972645,4.6866006511012235e+23,383,0.261754240094151,1178.6385391955162,1450.1358484753887,0.24979919754100924
BTCB-USDT-500,4,0.0004190815932353573,24,14837075.560837032,4.595752873191076e+23,1625,0.26500980124441176,1850.0601049703234,7036.272877840987,0.6964539757361576
