grid_ms,mass_pre,mass_post
0.0,0.0,0.0
10.0,0.018461538415693902,0.0015151515151515123
20.0,0.018461538415693902,0.0015151515151515123
30.0,0.018461538415693902,0.0015151515151515123
40.0,0.018461538415693902,0.0015151515151515123
50.0,0.018461538415693902,0.0015151515151515123
60.0,0.018461538415693902,0.0015151515151515123
70.0,0.018461538415693902,0.0015151515151515123
80.0,0.018461538415693902,0.0015151515151515123
90.0,0.018461538415693902,0.0015151515151515123
100.0,0.018461538415693902,0.0015151515151515123
110.0,0.018461538415693902,0.0015151515151515123
120.0,0.018461538415693902,0.0015151515151515123
130.0,0.018461538415693902,0.0015151515151515123
140.0,0.018461538415693902,0.0015151515151515123
150.0,0.018461538415693902,0.0015151515151515123
160.0,0.018461538415693902,0.0015151515151515123
170.0,0.018461538415693902,0.0015151515151515123
180.0,0.018461538415693902,0.0015151515151515123
190.0,0.018461538415693902,0.0015151515151515123
200.0,0.018461538415693902,0.0015151515151515123
210.0,0.018461538415693902,0.0015151515151515123
220.0,0.018461538415693902,0.0015151515151515123
230.0,0.018461538415693902,0.0015151515151515123
240.0,0.018461538415693902,0.0015151515151515123
250.0,0.018461538415693902,0.0015151515151515123
260.0,2.7954085155292733e-11,0.0015151515151515123
270.0,2.7954085155292733e-11,0.0015151515151515123
280.0,2.7954085155292733e-11,0.0015151515151515123
290.0,2.7954085155292733e-11,0.0015151515151515123
300.0,2.7954085155292733e-11,0.0015151515151515123
310.0,2.7954085155292733e-11,0.0015151515151515123
320.0,2.7954085155292733e-11,0.0015151515151515123
330.0,2.7954085155292733e-11,0.0015151515151515123
340.0,2.7954085155292733e-11,0.0015151515151515123
350.0,2.7954085155292733e-11,0.0015151515151515123
360.0,2.7954085155292733e-11,0.0015151515151515123
370.0,2.7954085155292733e-11,0.0015151515151515123
380.0,2.7954085155292733e-11,0.0015151515151515123
390.0,2.7954085155292733e-11,0.0015151515151515123
400.0,2.7954085155292733e-11,0.0015151515151515123
410.0,2.7954085155292733e-11,0.0015151515151515123
420.0,2.7954085155292733e-11,0.0015151515151515123
430.0,2.7954085155292733e-11,0.0015151515151515123
440.0,2.7954085155292733e-11,0.0015151515151515123
450.0,2.7954085155292733e-11,0.0015151515151515123
460.0,2.7954085155292733e-11,0.0015151515151515123
470.0,2.7954085155292733e-11,0.0015151515151515123
480.0,2.7954085155292733e-11,0.0015151515151515123
490.0,2.7954085155292733e-11,0.0015151515151515123
500.0,2.7954085155292733e-11,0.0015151515151515123
510.0,2.7954085155292733e-11,0.0015151515151515123
520.0,2.7954085155292733e-11,0.0015151515151515123
530.0,2.7954085155292733e-11,0.0015151515151515123
540.0,2.7954085155292733e-11,0.0015151515151515123
550.0,2.7954085155292733e-11,0.0015151515151515123
560.0,2.7954085155292733e-11,0.0015151515151515123
570.0,2.7954085155292733e-11,0.0015151515151515123
580.0,2.7954085155292733e-11,0.0015151515151515123
590.0,2.7954085155292733e-11,0.0015151515151515123
600.0,2.7954085155292733e-11,0.0015151515151515123
610.0,2.7954085155292733e-11,1.071931709141422e-76
620.0,2.7954085155292733e-11,1.071931709141422e-76
630.0,2.7954085155292733e-11,1.071931709141422e-76
640.0,2.7954085155292733e-11,1.071931709141422e-76
650.0,2.7954085155292733e-11,1.071931709141422e-76
660.0,2.7954085155292733e-11,1.071931709141422e-76
670.0,1.3570218888222684e-21,1.071931709141422e-76
680.0,1.3570218888222684e-21,1.071931709141422e-76
690.0,1.3570218888222684e-21,1.071931709141422e-76
700.0,1.3570218888222684e-21,1.071931709141422e-76
710.0,1.3570218888222684e-21,1.071931709141422e-76
720.0,1.3570218888222684e-21,1.071931709141422e-76
730.0,1.3570218888222684e-21,1.071931709141422e-76
740.0,1.3570218888222684e-21,1.071931709141422e-76
750.0,1.3570218888222684e-21,1.071931709141422e-76
760.0,1.3570218888222684e-21,1.071931709141422e-76
770.0,1.3570218888222684e-21,1.071931709141422e-76
780.0,1.3570218888222684e-21,1.071931709141422e-76
790.0,1.3570218888222684e-21,1.071931709141422e-76
800.0,1.3570218888222684e-21,1.071931709141422e-76
810.0,1.3570218888222684e-21,1.071931709141422e-76
820.0,1.3570218888222684e-21,1.071931709141422e-76
830.0,1.3570218888222684e-21,1.071931709141422e-76
840.0,1.3570218888222684e-21,1.071931709141422e-76
850.0,1.3570218888222684e-21,1.071931709141422e-76
860.0,1.3570218888222684e-21,1.071931709141422e-76
870.0,1.3570218888222684e-21,1.071931709141422e-76
880.0,1.3570218888222684e-21,1.071931709141422e-76
890.0,1.3570218888222684e-21,1.071931709141422e-76
900.0,8.124682426601795e-35,1.071931709141422e-76
910.0,8.124682426601795e-35,1.071931709141422e-76
920.0,8.124682426601795e-35,1.071931709141422e-76
930.0,8.124682426601795e-35,1.071931709141422e-76
940.0,8.124682426601795e-35,1.071931709141422e-76
950.0,8.124682426601795e-35,1.071931709141422e-76
960.0,8.124682426601795e-35,1.071931709141422e-76
970.0,8.124682426601795e-35,1.071931709141422e-76
980.0,8.124682426601795e-35,1.071931709141422e-76
990.0,8.124682426601795e-35,1.071931709141422e-76
1000.0,8.124682426601795e-35,1.071931709141422e-76
1010.0,8.124682426601795e-35,1.071931709141422e-76
1020.0,8.124682426601795e-35,1.071931709141422e-76
1030.0,8.124682426601795e-35,1.071931709141422e-76
1040.0,8.124682426601795e-35,1.071931709141422e-76
1050.0,8.124682426601795e-35,1.071931709141422e-76
1060.0,8.124682426601795e-35,1.071931709141422e-76
1070.0,8.124682426601795e-35,1.071931709141422e-76
