sender,n_arb_strict,share,arb_share_of_own_swaps,n_cex,tau_p10_ms,tau_p50_ms,p_k1,overshoot_bps,arb_loss_sum_quote,volume_quote,share_same_block
0x32564234df8961ae1d640be2cba4aeab54151551,19575,0.26806989674344717,0.20590308092017376,9845,109.0,386.0,0.6418486541391569,0.5820952732510875,48699.70129800755,88669404.50712417,0.015172413793103448
0x7cda585e917fecb3a33c6d5a8f8a15dd956694dc,17286,0.23672317931582262,0.3282442748091603,7358,96.0,327.0,0.7635226963848872,0.8393521840478636,58099.704114483364,109553134.44315344,0.2704500752053685
0x278d858f05b94576c1e6f73285886876ff6ef8d2,9400,0.1287283284489606,0.16301614553526525,2448,187.70000000000002,394.0,0.6274509803921569,0.5094499494921183,15111.896853067448,28468678.97762076,0.4270212765957447
0xaf30736465dec110ec6ab68d3a22e4b24968401f,9280,0.12708498808578236,0.3053937539079212,789,115.0,435.0,0.5525982256020279,1.1576014839017894,39950.81998358621,74801832.25459808,0.671875
0x6777c00839fe6ccfc84f08a44704108471bb1fe4,5757,0.07883925392347511,0.3290466392318244,3178,184.0,474.5,0.46129641283826306,0.5243600770555783,17137.235488575607,34054592.97385332,0.013896126454750739
0x76edb2236c9b58e45ab0b4bc5c462f6f1e52827d,2568,0.03516748377201391,0.1988231650665841,1257,185.0,347.0,0.7653142402545744,0.4980992361090718,3901.3953493419835,7446706.408658097,0.0035046728971962616
0xbce729580490534fdaa5a4306c49c019418e2823,2397,0.03282572375448495,0.10786122485713,1185,57.80000000000001,349.0,0.6734177215189874,0.381938878800586,3489.7874902186995,6828095.1132202735,0.003337505214851898
0xada78e46c203e59cd9bbe69b6da4b5685fa88bcb,1812,0.024814439483991126,0.11103621545437833,386,156.5,359.0,0.7694300518134715,0.437473309658236,2565.3613290989224,4913787.231120339,0.6385209713024282
0xbbbf03817a447451bad374c97a7c7d566471f2fd,1760,0.024102325326613896,0.16793893129770993,727,122.60000000000001,374.0,0.6960110041265475,1.028533198991309,6287.376505874341,11003550.357955046,0.007386363636363636
0x3bc367866468d4f80096be899b66ab29d03f2717,1073,0.014694201747418586,0.11439232409381662,494,88.60000000000001,335.0,0.6619433198380567,0.16175796749462135,1191.693732357843,2374767.3947704397,0.04287045666356011
0x7ed06b08c179bd6192487a7132fa4617f2b5efc4,693,0.009490290597354222,0.19038461538461537,143,130.0,424.0,0.5594405594405595,0.24256502348577513,966.5127396353145,1923701.7721476979,0.38961038961038963
0xf6687cd56aec1a0faaba12feb6781398ab47fb21,228,0.0031223466900386185,0.0977282468924132,114,77.4,265.5,0.8333333333333334,0.6544350607896409,573.8645973279629,1153486.730961306,0.34210526315789475
0x22ca19f13c5979d93bbe7b082e8e084a6c7b2511,171,0.002341760017528964,0.0871559633027523,10,,,,2.2933774771224344,1284.1681245707305,2308831.48809285,0.3684210526315789
0x2ec177695832b6784617f7920f47b1ffb66b4180,123,0.0016844238722576758,0.3297587131367292,35,225.80000000000004,1513.0,0.22857142857142856,0.15709693630419275,123.15867065532662,251685.60494685758,0.04065040650406504
0x645be9306a4577dec01c35586e1e44504bf19d57,112,0.001533784338966339,0.026383981154299175,38,208.4,363.0,0.6842105263157895,1.1946498832894459,518.9785467650779,922358.7769155363,0.1875
