sender,n_arb_strict,share,arb_share_of_own_swaps,n_cex,tau_p10_ms,tau_p50_ms,p_k1,overshoot_bps,arb_loss_sum_quote,volume_quote,share_same_block
0x5efc784d444126ecc05f22c49ff3fbd7d9f4868a,5,0.15625,2.4478725539633505e-05,1,,,,0.0006012503063210293,0.7643826428467314,7648.66859291549,0.4
0x13f4ea83d0bd40e75c8222255bc855a974568dd4,4,0.125,9.051821679112921e-05,2,,,,0.005636557750155765,7.752672344500839,77226.45615605389,0.25
0xca9326c4c307dc84e676e6c9c7095bde2efa981d,4,0.125,0.009732360097323601,0,,,,0.10801113050396077,175.73670687578252,2178228.6002845773,0.5
0x1b81d678ffb9c0263b24a97847620c99d213eb14,3,0.09375,7.813110399249941e-05,3,,,,0.07774622021420773,55.902958274936545,505250.0201562126,0.0
0xd9c500dff816a1da21a48a732d3498bf09dc9aeb,3,0.09375,0.000949667616334283,2,,,,0.0055299426810677945,8.927548906923407,90382.50638245886,0.0
0x55877bd7f2ee37bde55ca4b271a3631f3a7ef121,2,0.0625,0.0012911555842479018,2,,,,0.01635277088840676,20.54355901004828,211697.72123578237,0.0
0xca852767b43a395ac1dd54737193eba5e20c78bd,2,0.0625,1.1868943129958993e-05,2,,,,0.0002245056156544099,0.20381402536138093,2038.1397445468872,0.0
0x3dd696bc5bf81ec3032260b981be4cb10645dac7,1,0.03125,5.8924046903541334e-05,0,,,,0.00262447524146476,0.6650093929681072,6644.545311707527,0.0
0x177b9776eba071c310d2527dfc34294ae0d1d949,1,0.03125,0.013888888888888888,0,,,,0.00013446202806827938,8.281408661625001,89526.13329599962,0.0
0x4d93ce2e938724381600bc61469a6de798e87cb6,1,0.03125,0.007462686567164179,0,,,,0.010689671154807408,5.995110503206208,61239.606999999996,0.0
0x6166bd61e8eca7ae942046fb6251a998a2d7c687,1,0.03125,0.0136986301369863,1,,,,0.19074401471186414,43.64538843880807,400882.0611236085,0.0
0xa01cd5b68265b972b73a713f6d824d1a6d3612b0,1,0.03125,0.00035816618911174784,0,,,,0.0007104552867129375,0.46626650774787914,4668.162370147015,0.0
0x21bc3de3de5a774a6f0c5805729e8290b8bdc9da,1,0.03125,0.0018214936247723133,0,,,,0.004253143750410923,1.000355130767745,9988.601879999955,0.0
0x779a74436eda060911b2c4f209d34ea155f3df09,1,0.03125,0.0008038585209003215,1,,,,0.016073431270303425,4.371512002573903,43524.846156,0.0
0xbb5cbb0d8bdc8dee1485f6e1d22449da3d34d45d,1,0.03125,0.0003711952487008166,0,,,,0.0013072643211273292,0.7510838929567569,7526.461676036149,0.0
