hour_ms,n,overshoot_all,arb_loss_sum,arb_volume,cex,cex_n,share_cex,continuation,continuation_n,share_continuation,same_block,same_block_n,share_same_block,onchain,onchain_n,share_onchain,long,long_n,share_long,cex_jump,cex_move,cex_jump_n,cex_move_n,cex_tau_mean_ms,cex_tau_median_ms,cex_sqrt_tau_mean,cex_p_k1,sigma_ps,liq_mean,volume,hod,day,post,t_days
1743310800000,94,0.7669120459816179,52.4372070446244,430380.71420393017,0.835575413803414,30,0.3191489361702128,0.9811582824171048,31,0.32978723404255317,0.5091312515070863,31.0,0.32978723404255317,0.41174717825987,2.0,0.02127659574468085,,,0.0,0.2955152636305496,0.5400601501728645,30,30,1927.0333333333333,1856.5,1.3305403840782175,0.9666666666666667,5.28318951383368e-05,2.8488224301775375e+24,1751564.7246109925,5,2025-03-30 00:00:00+00:00,0,-30.00347222222222
1743314400000,85,0.9234433762371119,55.048593997502344,441359.026071194,0.8875533420738946,27,0.3176470588235294,1.151505469794755,37,0.43529411764705883,0.5897520926297224,19.0,0.2235294117647059,0.3588773008943455,2.0,0.023529411764705882,,,0.0,0.2546434081845887,0.6329099338893058,27,27,1548.6666666666667,1316.0,1.1372256939179721,1.0,6.109264045578972e-05,2.9224851504411684e+24,2312088.7084277985,6,2025-03-30 00:00:00+00:00,0,-29.961805555555557
1743318000000,49,0.8871635203121517,30.39051483310339,249699.91643103785,0.8648399986194905,9,0.1836734693877551,1.0661333104003698,24,0.4897959183673469,0.557113173865791,15.0,0.30612244897959184,1.7435554501242798,1.0,0.02040816326530612,,,0.0,0.26242395810247404,0.6024160405170164,9,9,1769.4444444444443,1640.0,1.2769069844630687,1.0,4.7679251848731637e-05,3.3279311728135625e+24,1940305.0376923773,7,2025-03-30 00:00:00+00:00,0,-29.92013888888889
1743321600000,44,0.8806381046543056,26.985518211973332,214711.55359611035,1.0013637621116462,17,0.38636363636363635,0.9826887200059015,19,0.4318181818181818,0.38172587109741674,8.0,0.18181818181818182,,,0.0,,,0.0,0.2554245277347367,0.7459392343769095,17,17,2299.5882352941176,2593.0,1.4910120411003496,0.8823529411764706,5.59432285830538e-05,3.0573032473730756e+24,1730192.4776160358,8,2025-03-30 00:00:00+00:00,0,-29.87847222222222
1743325200000,92,0.8898110928206155,60.725818822126016,523606.3154801737,0.8015948584361139,31,0.33695652173913043,1.0015395446656055,36,0.391304347826087,0.8383102528006122,25.0,0.2717391304347826,,,0.0,,,0.0,0.29767439411531516,0.5039204643207986,31,31,1587.741935483871,1192.0,1.167306704587269,0.8709677419354839,6.25244166011271e-05,3.098423118823775e+24,2261471.0187084056,9,2025-03-30 00:00:00+00:00,0,-29.836805555555557
1743328800000,108,0.8860204075306313,65.98106617746903,621677.2245251355,0.7553688501453779,48,0.4444444444444444,1.1651802064359114,39,0.3611111111111111,0.6662129121585474,21.0,0.19444444444444445,,,0.0,,,0.0,0.3223934164417981,0.43297543370357977,48,48,1449.4791666666667,1201.0,1.1316201477104688,0.9583333333333334,7.109321437298679e-05,2.916908870952028e+24,2439471.2824215624,10,2025-03-30 00:00:00+00:00,0,-29.79513888888889
1743332400000,84,1.0035627899840978,59.66253972911707,463470.09043759096,1.226559765535906,31,0.36904761904761907,1.1151220658272019,28,0.3333333333333333,0.6021001513555788,25.0,0.2976190476190476,,,0.0,,,0.0,0.2729885420597984,0.9535712234761075,31,31,1841.7096774193549,1792.0,1.3027596901999783,0.967741935483871,7.294733537649484e-05,2.832094624273159e+24,2348771.4593591997,11,2025-03-30 00:00:00+00:00,0,-29.75347222222222
1743336000000,86,1.087666632891159,61.04519671364887,386617.7226397568,1.0716400265395492,22,0.2558139534883721,1.3572917120344647,38,0.4418604651162791,0.6343034064368211,25.0,0.29069767441860467,2.5285796265394076,1.0,0.011627906976744186,,,0.0,0.20791623455715225,0.8637237919823968,22,22,1648.909090909091,1845.0,1.2285492062307404,1.0,5.4655971920569855e-05,2.709493115410931e+24,2698242.8537306627,12,2025-03-30 00:00:00+00:00,0,-29.711805555555557
1743339600000,132,0.9536292628634756,84.43623399479561,609970.3845870438,0.7074045321249584,41,0.3106060606060606,1.4402017897918533,49,0.3712121212121212,0.6019843602937678,40.0,0.30303030303030304,1.11310738465198,2.0,0.015151515151515152,,,0.0,0.3151747521966412,0.3922297799283171,41,41,1685.219512195122,1860.0,1.2206773284400105,0.975609756097561,8.397903344979142e-05,2.6786940246737173e+24,2772773.3199121775,13,2025-03-30 00:00:00+00:00,0,-29.67013888888889
1743343200000,142,0.947516773703289,88.06823936448244,691788.2401853364,0.9190811617930429,44,0.30985915492957744,1.3183659709778934,48,0.3380281690140845,0.6165248828006851,50.0,0.352112676056338,,,0.0,,,0.0,0.2557843920085742,0.6632967697844685,44,44,1964.0454545454545,1929.0,1.3633487415948862,0.9545454545454546,7.602585959310711e-05,2.626305284750128e+24,3357016.407669919,14,2025-03-30 00:00:00+00:00,0,-29.62847222222222
