hour,n_blocks,interval_ms,n_intervals,n_headers,gas_used,gas_limit
2025-12-25 08:00:00+00:00,4798,750.1979991663193,4798,42,19600752.04761905,100228628.59523809
2025-12-25 09:00:00+00:00,4796,750.7610508757298,4796,40,20909634.025,100142117.325
2025-12-25 10:00:00+00:00,4795,750.7820646506777,4795,93,22214491.01075269,100323696.82795699
2025-12-25 11:00:00+00:00,4800,750.0,4800,12,20049818.5,100384611.75
2025-12-25 12:00:00+00:00,4800,750.0,4800,12,16916811.583333332,100033997.5
2025-12-25 13:00:00+00:00,4800,750.0,4800,12,21958279.833333332,100122283.91666667
2025-12-25 14:00:00+00:00,4800,750.0,4800,12,19415750.5,100122458.66666667
2025-12-25 15:00:00+00:00,4798,750.1979991663193,4798,70,23002190.12857143,100093659.14285715
2025-12-25 16:00:00+00:00,4800,750.0,4800,12,20409762.75,100277293.25
2025-12-25 17:00:00+00:00,4800,750.0,4800,12,14426443.416666666,100138623.33333333
2025-12-25 18:00:00+00:00,4800,750.0,4800,12,13310825.666666666,100261018.25
2025-12-25 19:00:00+00:00,4800,750.0,4800,12,14232255.416666666,100261064.58333333
2025-12-25 20:00:00+00:00,4800,750.0104166666666,4800,41,12090728.365853658,100054877.68292683
2025-12-25 21:00:00+00:00,4791,751.450636610311,4791,118,14198019.084745763,100093716.80508475
2025-12-25 22:00:00+00:00,4800,750.0,4800,12,13352512.75,100392694.08333333
2025-12-25 23:00:00+00:00,4800,750.0,4800,12,14546541.166666666,100138495.83333333
2025-12-26 00:00:00+00:00,4800,750.0,4800,12,17886309.0,100138448.58333333
2025-12-26 01:00:00+00:00,4800,750.0104166666666,4800,41,17172562.731707316,100226695.09756097
2025-12-26 02:00:00+00:00,4799,750.1562825588665,4799,41,22009484.14634146,100107455.09756097
2025-12-26 03:00:00+00:00,4800,750.0,4800,12,20517905.416666668,100016943.58333333
2025-12-26 04:00:00+00:00,4800,750.0,4800,12,22326589.25,100376400.66666667
2025-12-26 05:00:00+00:00,4787,751.9740965113849,4787,66,20389565.53030303,100077216.48484848
2025-12-26 06:00:00+00:00,4800,750.0,4800,12,21706679.666666668,100262932.0
2025-12-26 07:00:00+00:00,4800,750.0,4800,12,22651615.166666668,100383348.75
2025-12-26 08:00:00+00:00,4799,750.1875390706398,4799,41,21098679.926829267,100021471.36585365
2025-12-26 09:00:00+00:00,4800,750.0,4800,12,19595729.25,100130366.25
2025-12-26 10:00:00+00:00,4800,750.0,4800,12,17939804.25,100122283.91666667
2025-12-26 11:00:00+00:00,4800,750.0,4800,12,18693542.083333332,100122458.66666667
2025-12-26 12:00:00+00:00,4800,750.0,4800,12,20502167.25,100155549.5
2025-12-26 13:00:00+00:00,4798,750.2501042100876,4798,41,20327309.48780488,99948046.75609756
2025-12-26 14:00:00+00:00,4795,750.844629822732,4795,70,22820450.471428573,100040944.88571429
2025-12-26 15:00:00+00:00,4800,750.0,4800,12,20905039.0,100638682.5
2025-12-26 16:00:00+00:00,4799,750.1354448843509,4799,41,17510208.951219514,100155258.7804878
2025-12-26 17:00:00+00:00,4800,750.0,4800,12,14800283.416666666,100147594.91666667
2025-12-26 18:00:00+00:00,4796,750.6255212677231,4796,70,12334230.542857142,100051985.78571428
2025-12-26 19:00:00+00:00,4799,750.2083767451553,4799,41,27520221.68292683,100071683.12195122
2025-12-26 20:00:00+00:00,4800,750.0,4800,12,17877761.083333332,100123237.58333333
2025-12-26 21:00:00+00:00,4800,750.0416666666666,4800,41,12051046.951219512,100062092.85365854
2025-12-26 22:00:00+00:00,4799,750.1562825588665,4799,41,10109306.829268293,100209973.53658536
2025-12-26 23:00:00+00:00,4800,750.0,4800,12,8484288.666666666,100033997.5
2025-12-27 00:00:00+00:00,4798,750.1979991663193,4798,41,15616504.146341464,100202825.73170732
2025-12-27 01:00:00+00:00,4800,750.0,4800,12,12647063.583333334,100376529.41666667
2025-12-27 02:00:00+00:00,4800,750.0,4800,12,17375678.25,100130541.0
2025-12-27 03:00:00+00:00,4799,750.1458637216086,4799,41,19671799.12195122,100200399.56097561
2025-12-27 04:00:00+00:00,4800,750.0,4800,12,17165848.75,100130413.66666667
2025-12-27 05:00:00+00:00,4798,750.3334722801167,4798,70,19219525.457142856,100088261.41428572
2025-12-27 06:00:00+00:00,4800,750.0,4800,12,14994732.5,100007907.58333333
2025-12-27 07:00:00+00:00,4799,750.1875390706398,4799,41,17081746.43902439,100205261.04878049
2025-12-27 08:00:00+00:00,4793,751.1683705403714,4793,94,21811140.117021278,100224605.80851063
2025-12-27 09:00:00+00:00,4799,750.1458637216086,4799,41,19310043.31707317,100210132.02439025
2025-12-27 10:00:00+00:00,4799,750.0312565117732,4799,41,32627741.17073171,100207733.73170732
2025-12-27 11:00:00+00:00,4786,752.3088173840367,4786,68,25580876.42647059,100162453.58823529
2025-12-27 12:00:00+00:00,4799,750.1354448843509,4799,42,19671471.38095238,100146780.23809524
2025-12-27 13:00:00+00:00,4799,750.1146072098355,4799,41,23459475.19512195,100305481.36585365
2025-12-27 14:00:00+00:00,4789,751.7957820004176,4789,67,24541689.52238806,100207339.1641791
2025-12-27 15:00:00+00:00,4800,750.0,4800,13,19358987.153846152,100188260.61538461
2025-12-27 16:00:00+00:00,4784,752.3829431438126,4784,149,21569578.838926174,100119011.29530202
2025-12-27 17:00:00+00:00,4800,750.0,4800,12,13301370.5,100261082.0
2025-12-27 18:00:00+00:00,4800,750.0,4800,12,12512348.75,100130541.0
