窗口,池,σ_pre(bp/√s),σ_post(bp/√s),σ 比,成交额比,流动性比,套利笔数比,严格越界均值比,利润比,LP 损失比
±7 d,BTCB-USDT-500,0.7090128407768279,0.7078766954661212,0.9983975673706249,0.9086684486885321,0.7418336098250885,0.9916674093218073,0.9329575117751082,1.4753296709426724,0.8246144357820087
±7 d,ETH-USDT-500,0.9881662991876184,0.9783541331406254,0.9900703291995895,0.6827078173366603,0.49947667898047465,0.9867222261459142,1.0698584137114362,0.6486416145315127,0.6718259926504135
±7 d,WBNB-USDT-500,0.6734543763747399,0.7340169996739921,1.0899283239129958,0.9313630903141594,0.8665930180893503,0.9791097126940733,0.9035031145394136,0.4573092841309645,0.9944882717468178
±14 d,BTCB-USDT-500,0.6772215290364934,0.7496418124977298,1.1069373614927323,1.4160786244557564,1.095785410059076,1.3865969206474535,0.8371125346776123,1.8447315135524827,1.4029920161642997
±14 d,ETH-USDT-500,0.9324228680269603,1.0658423721626833,1.1430890518784071,0.8402012861898391,0.5793477229681874,1.2691203143893592,1.0385669736936534,0.7982206041384866,0.8219925889789081
±14 d,WBNB-USDT-500,0.6515266673735889,0.7054448314405226,1.0827566495233216,0.986622009056131,0.8861794611633175,1.036268852276212,0.9026490107975408,0.5136967286847631,1.000775736263222
±30 d,BTCB-USDT-500,0.7525777904826185,1.2579600513982767,1.6715349128115553,2.1657845420439803,0.9699776171218633,2.64156419608564,1.0737384129223853,2.97215493808572,2.1284291284518204
±30 d,ETH-USDT-500,1.0213592111258243,1.7374901801121216,1.701154854418868,1.1144278748814131,0.49961086247348246,2.2780127585540306,1.2478013585909005,1.8558236873609628,1.0495205735286814
±30 d,WBNB-USDT-500,0.7000216614402188,1.2625068868352707,1.803525456966288,1.1454979525377895,0.6648310159909091,2.1273320382655867,1.1646710206784885,0.21214556949131455,1.328250058852893
