,pre,post
hours,720.0,720.0
n_blocks,3455363.0,5757458.0
n_headers,3455363.0,5757458.0
block_interval_ms,750.1382054904811,450.1987682758608
n_intervals,3455362.0,5757458.0
swaps,823.0,2933.0
swaps_per_block,0.0002381804748155259,0.000509426208580245
share_blocks_with_swap,0.0002185009216108409,0.0004243192047601563
volume_quote_per_hour,8.616665885580872,42.184333477376576
arb_swaps_share,0.6160388821385177,0.5366518922604842
arb_strict_share,0.29526123936816523,0.20047732696897375
arb_volume_share,0.5659270780296215,0.5017766640767038
arb_swaps_per_hour,0.704166924752538,2.1861113219628976
median_arb_size_quote,4.989296158610773,5.212796118901988
fee_bps_of_volume,100.00000000000001,100.00000000000001
arb_loss_bps_of_volume,62.33306200290806,45.92550489226308
lp_net_bps_of_volume,37.66693799709198,54.074495107737
arb_loss_over_fee,0.6233306200290805,0.45925504892263064
arb_loss_per_hour_quote,0.05371031689042552,0.1937336813492115
arb_loss_per_arb_quote,0.07763668653330835,4.118416237050767
mean_abs_dev_bps,42.12168990950426,45.873547677557035
share_sec_outside_band,0.007547602381974005,0.016548996913580246
dev_half_life_s,8934.74661198901,3017.2786577119223
outside_band_episode_mean_s,20.068893528183715,15.151889791593076
cex_vol_1s_bps,0.5118034274424802,1.0194580393263775
cex_vol_1m_per_s_bps,0.646491477764399,1.1853378601796418
arb_loss_rate_over_sigma2,12850857.45166773,13788620.4972958
arb_loss_rate_over_sigma3,198778450972.10965,116326500321.23407
markout_30s_bps_of_volume,37.814916476777896,53.35923117015691
IS_window_hours,336.0,336.0
IS_dex_upper,0.0020972483685545757,8.134086279290903e-05
IS_dex_lower,0.0018506431189555265,8.874142629375638e-06
alpha_dex,-9.031791568196256e-05,-7.847373957876355e-05
alpha_cex,-5.628691457400206e-06,1.177511465156098e-06
