,swaps,swaps,volume_quote,volume_quote,arb_share,arb_share,arb_loss,arb_loss,fee_income,fee_income,arb_loss_bps,arb_loss_bps
regime,post,pre,post,pre,post,pre,post,pre,post,pre,post,pre
hour,,,,,,,,,,,,
0,15803,8334,23394764.448950622,8789096.168951463,0.6055812187559324,0.5369570434365251,13132.484630867653,5768.832747506024,11697.382224475308,4394.548084475731,5.613428876158962,6.563624560037376
1,14359,9368,21219353.10440471,10882595.6258379,0.624625670311303,0.5314901793339026,11394.683272334438,6699.422056214303,10609.676552202356,5441.2978129189505,5.369948469338177,6.156088387873444
2,12712,8167,18962041.57267551,7894885.675214955,0.5893643801132787,0.48316395249173505,9844.997584956442,4534.573166200095,9481.020786337758,3947.4428376074766,5.191950216554308,5.743684396134884
3,9663,5942,12458020.993698537,5948144.97477106,0.6008485977439718,0.5075732076741838,6654.212836500617,2939.9225527564677,6229.010496849268,2974.0724873855306,5.3413080936903405,4.942587252372112
4,8699,5858,12121766.150674334,6057732.435732283,0.6088056098402115,0.50375554796859,5761.222399549617,3299.0468150930205,6060.883075337168,3028.866217866141,4.7527912417524405,5.446009459964237
5,8001,5924,10637270.807469543,6531436.109636296,0.6171728533933258,0.4937542201215395,5419.847394312461,3568.290630231738,5318.63540373477,3265.7180548181477,5.095148457164988,5.463255814394606
6,10251,6393,13984951.21044834,6880902.950931094,0.5622866061847624,0.4975754731737838,7163.537432884034,3376.584726692466,6992.475605224169,3440.451475465547,5.122318501570504,4.907182604916063
7,14351,7114,21910060.1827551,7158469.705934404,0.5316005853250645,0.4782119763845938,11235.721571787755,3706.150679980764,10955.030091377552,3579.234852967202,5.128110775629512,5.177294634505959
8,14201,7923,19584449.32226345,11196423.862106634,0.5673544116611506,0.5038495519373974,10705.451523900025,4707.769610722928,9792.224661131724,5598.211931053318,5.466302037775527,4.204708278913933
9,11839,6041,15486095.548049593,8879097.07932245,0.5579018498183969,0.5148154279092866,8440.796332733134,3124.6853732106547,7743.047774024796,4439.548539661225,5.450564544525374,3.519147662533604
10,10815,7027,13482598.211324617,7579029.698686211,0.5631067961165048,0.4899672691048812,6723.932396480131,4413.994539126081,6741.299105662309,3789.5148493431057,4.987119167307388,5.823957306686931
11,11121,6735,16917939.08025352,7336419.543857126,0.5548961424332344,0.5208611729769859,8745.185374024617,4107.549785442169,8458.969540126758,3668.2097719285634,5.169178900893388,5.598847995111554
12,12143,7814,19716785.85612643,10274836.843663987,0.5905459935765461,0.530586127463527,10668.009349201942,6108.932953031449,9858.392928063215,5137.418421831994,5.4106229215281365,5.945527939743922
13,16576,12333,27516583.54733509,17382175.26550027,0.605152027027027,0.5375010135409065,15106.40755443614,12559.085509535753,13758.291773667546,8691.087632750136,5.489928474750332,7.22526687120842
14,16774,13199,27648623.60244496,17721118.885705993,0.5971145820913318,0.5468596105765589,14740.98534682629,11886.263872212145,13824.31180122248,8860.559442852997,5.33154400695836,6.707400333395262
15,14618,11585,21911356.360790838,15540639.455531517,0.6141743056505677,0.5464825205006474,11652.225381264436,9758.510402811982,10955.678180395418,7770.319727765759,5.317893237369573,6.279349334842556
16,13913,10295,21637966.62710879,12036933.805634806,0.6153956731114785,0.5049052938319573,10478.75067713116,6701.986401567314,10818.983313554396,6018.466902817404,4.842761271293865,5.567851838173221
17,15623,11619,26166457.08064554,16448092.560926652,0.547590091531716,0.5206127893966779,13168.220067786602,11502.56939354963,13083.228540322769,8224.046280463326,5.0324810986836646,6.993254294345725
18,14305,9329,22164183.24915946,10921074.886633374,0.58790632645928,0.5272805231000107,11262.821663568775,6808.983379670572,11082.09162457973,5460.537443316687,5.081541483824314,6.234719064150259
19,13170,7907,17123714.14768233,9600658.067762705,0.5830675778283979,0.5314278487416213,9046.808977959829,5810.385061623392,8561.857073841167,4800.329033881352,5.283204858441473,6.0520695775361775
20,12140,7984,16435711.64200734,12056739.033057816,0.5606260296540363,0.5130260521042084,9429.406570672421,8264.13492958985,8217.855821003672,6028.369516528907,5.737145294379709,6.85436991456048
21,11012,7084,14661494.611700093,9087705.806488702,0.6187795132582637,0.5395256916996047,8347.120430557889,6231.824734025062,7330.747305850047,4543.852903244351,5.693226135278706,6.857423497991632
22,11860,6925,15714315.70398752,7397556.689601545,0.5736087689713322,0.5140794223826715,8683.979504514398,4280.3707196936775,7857.157851993759,3698.7783448007726,5.526158229283144,5.786195225391685
23,12140,5852,17947919.953527197,5496891.66955605,0.571169686985173,0.49726589200273413,8785.392710115866,3205.439807326426,8973.9599767636,2748.445834778025,4.89493642319779,5.83136798034317
