,swaps,swaps,volume_quote,volume_quote,arb_share,arb_share,arb_loss,arb_loss,fee_income,fee_income,arb_loss_bps,arb_loss_bps
regime,post,pre,post,pre,post,pre,post,pre,post,pre,post,pre
hour,,,,,,,,,,,,
0,6349,5197,29954271.767581888,31306993.74974144,0.6664041581351394,0.6596113142197422,15710.706018953992,17416.003356677404,14977.135883790947,15653.496874870718,5.244896668112945,5.562975319794556
1,6518,5656,32992892.52003356,35804088.89551535,0.6772015955814668,0.6677864214992928,17535.857631431503,20679.59737419462,16496.44626001678,17902.04444775768,5.315040995809501,5.775764168875374
2,5167,4153,24356137.167739883,23823983.68821295,0.643119798722663,0.6773416807127378,12756.267945801443,13259.191639779365,12178.068583869941,11911.991844106475,5.237393704079371,5.565480489452914
3,4207,3278,18596300.55530406,17956299.002481673,0.5849774185880675,0.6479560707748627,9494.506630069813,9133.316977080269,9298.150277652032,8978.149501240838,5.105588932505061,5.086413951905116
4,3782,3632,17258367.897372786,20422638.023918565,0.5687466948704389,0.6307819383259912,9246.308218352515,11050.03010939647,8629.183948686394,10211.319011959284,5.357579739483978,5.410677159559361
5,3396,3126,15307565.751209388,16721422.2846642,0.5806831566548881,0.6497120921305183,7695.0083493530865,8704.492221813514,7653.782875604696,8360.7111423321,5.026931436662381,5.205593204710049
6,3899,3491,17321463.204983044,19994789.816590846,0.5739933316234932,0.6230306502434833,8272.852166268176,8928.036338825093,8660.731602491522,9997.394908295422,4.776070051569453,4.465181390112428
7,5087,3883,24607470.534042686,23235371.65338418,0.5897385492431688,0.6543909348441926,12603.208439439903,11227.458494546525,12303.735267021344,11617.68582669209,5.121700104041275,4.832054620013479
8,4621,4272,19635790.201066934,24268993.130449783,0.5803938541441247,0.6306179775280899,10347.176937459846,11726.084568896198,9817.895100533466,12134.496565224894,5.269549547793407,4.8317144868213475
9,4110,3266,17568514.977705587,16179208.466350619,0.5574209245742092,0.6132884262094305,8491.844520431816,7682.697164900387,8784.257488852796,8089.60423317531,4.833558517158651,4.7485000152379495
10,4135,3823,16074537.737133173,20960539.96777028,0.5160822249093108,0.6340570232801465,7459.800882846533,11934.657684126489,8037.268868566585,10480.26998388514,4.640756085703126,5.693869386226534
11,4003,4265,17585599.980077513,26359808.21739407,0.5608293779665251,0.6611957796014069,9303.796359453074,13988.048945908813,8792.799990038755,13179.904108697036,5.290576591070659,5.306582214311599
12,5424,5106,30684092.91407769,32219256.72024745,0.5894174041297935,0.6625538582060321,14014.150300091183,18319.745142906464,15342.046457038845,16109.628360123725,4.567236300363818,5.685961442864025
13,8247,8611,70271678.53445134,65380042.70493856,0.6987995634776283,0.6585762396934154,25020.449470107716,40321.71112590553,35135.839267225674,32690.021352469277,3.5605310691192913,6.167281246339685
14,8380,9954,51036410.27119821,76299759.79315846,0.6924821002386635,0.6357243319268636,28010.108957445605,47680.20644852001,25518.205135599103,38149.87989657923,5.4882600105699,6.249063768716521
15,7086,7850,41801061.11715167,56061703.15309012,0.6686423934518769,0.6535031847133758,21134.078182967274,31861.552029298888,20900.530558575832,28030.851576545057,5.055871219091042,5.6833007627851
16,6654,6886,32410530.214208797,43034021.44921522,0.6540426810940787,0.629538193435957,16639.837606470806,22646.15417533378,16205.2651071044,21517.01072460761,5.134083736518414,5.262383902944948
17,6182,7721,35106123.20360359,64335892.38702879,0.6444516337754772,0.6354099209946898,18372.740102489006,38897.6856916181,17553.0616018018,32167.946193514395,5.23348590669877,6.046031888019717
18,5947,6487,32952737.476631194,51223016.40557489,0.6700857575248024,0.6779713272699245,18132.279517368464,24403.41877580426,16476.368738315596,25611.508202787445,5.502510840025711,4.764151057130697
19,5265,5371,25542775.88948713,39380415.549335435,0.6448243114909782,0.6907466021225098,13807.259116972622,19690.76281567756,12771.387944743565,19690.207774667717,5.405543695294058,5.000140943411109
20,4636,4920,21551806.78402802,34790278.61540923,0.612381363244176,0.6467479674796748,11559.8485867747,21245.341190654846,10775.90339201401,17395.139307704616,5.363749175471297,6.1066890051420595
21,5311,4609,27033184.358560935,29564295.80760327,0.6433816607041989,0.6712952918203515,14211.912192083093,19798.127765843263,13516.59217928047,14782.147903801637,5.2572098068729485,6.696634310076018
22,5565,4496,26675291.76608213,28180977.124392606,0.6057502246181491,0.662144128113879,14374.440237127928,15365.669938449999,13337.645883041067,14090.4885621963,5.3886721701785305,5.452497218469383
23,5901,3933,29901359.436800577,23756314.417858288,0.5931198102016607,0.6422578184591915,14877.582810166012,11583.677129804077,14950.679718400288,11878.157208929144,4.975553984965543,4.876041344652477
