grid_ms,mass_pre,mass_post
0.0,0.0,0.0
10.0,0.043750259165811226,0.067462403816696
20.0,0.002087492474522087,0.014399638631582667
30.0,0.012822803465371143,0.024378107539365545
40.0,0.002512311324459477,0.0011197801370080001
50.0,0.0015833653643239835,0.0024843481342379727
60.0,0.02218096538568846,0.004279372155511887
70.0,0.011527059074001086,0.003378948687446157
80.0,0.024371575066477975,0.008617888708881522
90.0,0.002407791557636158,0.010098533603440634
100.0,0.0028995582752341983,0.004350874851916005
110.0,0.0012207087007792448,0.0041599809010713
120.0,0.00018870090840495237,0.001608006321395197
130.0,0.001081281780978201,0.004984827389467832
140.0,0.0018234088696696784,0.012196229274053632
150.0,0.012818418932746937,0.0684061297482938
160.0,0.023777499161663836,0.011235900508951936
170.0,0.021064122050852015,0.020659196857858025
180.0,0.06835192624819417,0.0011866386114369046
190.0,0.014835155831519026,0.0034602740535293174
200.0,0.005068367156841827,0.02141223548952572
210.0,0.02169080917969882,0.008531027693226164
220.0,0.07806477886554981,0.0005542982707335372
230.0,0.016118191184824122,0.016608531776092623
240.0,0.0158960695097368,0.07145432836346279
250.0,0.003323133785753427,0.013561985014922406
260.0,0.042122680418697045,0.005785747633576853
270.0,0.001160865555976862,0.007360388301326228
280.0,0.012051399169778699,0.014336170899955668
290.0,0.00656556004459712,0.005646991183545736
300.0,0.012184828945934513,0.01185525558074672
310.0,0.004660569303080445,0.0001116805394346004
320.0,0.0029066632934722936,0.0035391839066841514
330.0,0.0035274662208515,0.0010012684967101305
340.0,0.006370952286877956,0.01011386096443481
350.0,0.006472474098223658,0.004023570882691364
360.0,0.00016621415331554863,0.002620943243510747
370.0,0.00018895793873701478,0.0031314406254415676
380.0,0.0011297968055608675,0.006440604036545687
390.0,0.002159966171233695,0.030856253700268517
400.0,0.006251207073899948,0.004660891816277787
410.0,0.013620516100892705,0.0023850139783052698
420.0,0.0007215489211049586,0.0010918257889888934
430.0,7.062546518640689e-05,0.00013608544306264157
440.0,5.886770432977498e-06,1.0893374356332394e-05
450.0,6.091741400794561e-06,3.296306463491417e-05
460.0,3.0466493004651503e-05,0.0007094522177165898
470.0,3.2725244729475875e-06,1.729298406959643e-05
480.0,3.4725488641039046e-05,0.00018596268765917043
490.0,7.191225250937292e-05,0.0003051350419500003
500.0,0.007214993807926196,0.022540591880853212
510.0,9.485321976444874e-05,0.0010291880422861877
520.0,0.00020743236961149206,0.004599698562109429
530.0,0.0003741670231851441,0.011138121168941062
540.0,0.001548564140682682,0.0002425853273490532
550.0,0.004655959868332773,6.896322052371083e-05
560.0,0.0009207235876258408,0.0016034891865412393
570.0,0.00024332743147845634,0.005979120787570394
580.0,0.0006608486473448309,0.0003834393296267387
590.0,0.0002174933959546141,4.377906449355965e-05
600.0,0.006472919194658157,0.000807759233259692
610.0,0.0030361627851179162,0.004100026499803142
620.0,0.008522467916555542,3.4733861303041266e-05
630.0,0.006649807210230872,3.960587273485043e-05
640.0,0.0007592971771649974,3.449450194387643e-05
650.0,9.337631539887627e-05,1.0855049622517157e-05
660.0,0.0022345863350712756,1.3733803847810351e-05
670.0,0.0013177159346056415,4.590947346400959e-05
680.0,0.0006822237170153927,1.9039620221333732e-07
690.0,0.008573233067630888,4.1652752535430916e-08
700.0,0.005685385432007099,1.4424405999119574e-07
710.0,0.001041214266846903,2.1671431600274125e-05
720.0,6.946471317409767e-05,3.1736895732708034e-05
730.0,1.510260162471853e-06,2.7765604584202928e-05
740.0,1.7426985232181232e-06,0.0015068362636388576
750.0,1.2217097813537414e-05,0.0004678230802394328
760.0,9.169356128608234e-05,0.005226565811331009
770.0,0.0003519376370930796,0.0003638880580813057
780.0,0.000998399216231658,0.00022041568135376755
790.0,0.00016279473861405307,5.12926880652023e-06
800.0,0.00012241558356471656,4.1045667312853945e-05
810.0,4.529446106879049e-05,0.0034297911123341578
820.0,0.0011515985352459962,0.014061200384556962
830.0,0.0001770862154312357,0.0015323278349664347
840.0,0.0005496317871612532,0.0003268675628026671
850.0,0.0011027414442882696,0.015850093124611032
860.0,4.839999924432445e-05,0.005100556271921658
870.0,4.913800809497596e-05,0.00042934973573048336
880.0,3.168633465989321e-05,8.645171266539227e-05
890.0,2.457385277473281e-06,0.0002123600808825853
900.0,0.0007177714235463944,0.017579148902554208
910.0,0.0038987033813693726,0.0019952297701993616
920.0,0.004197450076631673,0.00029568665702855155
930.0,0.0002057727169682705,0.0077654882847455605
940.0,0.0065065351670433895,0.0007254786717895275
950.0,0.0021483170620748863,1.0624751936008236e-07
960.0,0.000480776016694993,3.1732405907322668e-06
970.0,1.9788696451425984e-05,1.7556632619900852e-08
980.0,0.00020561775987181692,2.352087936099926e-09
990.0,2.0797875265145874e-05,5.351614592364918e-08
1000.0,9.387766688593355e-06,5.4925242822730184e-08
1010.0,0.0008439658305367533,3.9054369963107624e-05
1020.0,0.0011271651653829147,2.2182518654415964e-07
1030.0,9.173142580475084e-06,1.3954685849976817e-07
1040.0,1.26485433851388e-06,5.023867861722617e-05
1050.0,2.698276690703393e-07,0.0006943619058296023
1060.0,1.3077554803705419e-05,0.00010370117164028729
1070.0,4.750251618945827e-06,0.000331804965103553
1080.0,1.8381294853576788e-05,0.0011580715542482592
1090.0,6.487496032522373e-06,8.132561631110154e-05
1100.0,4.325785057616656e-06,1.729966291371968e-05
1110.0,2.5711370369171857e-05,1.2327028495831902e-05
1120.0,5.714423156298791e-06,4.5877760131098874e-05
1130.0,1.0382823431212262e-06,0.000524338412164429
1140.0,1.2798743826836105e-05,0.00026250936964792584
1150.0,2.7313694597493103e-05,0.005164971686747937
1160.0,7.24636801568475e-07,0.0002972276260239404
1170.0,0.0002658637934553821,9.526331215050122e-06
1180.0,0.00040454124670395703,0.00023519344203551485
1190.0,0.005117443557781018,0.00013867810420431587
1200.0,0.003199478038113496,0.00391238091034317
1210.0,0.0012962018749979114,0.0001816777412291042
1220.0,0.012714007029822528,5.657125424488665e-05
1230.0,0.004542530091060129,6.975391947737076e-07
1240.0,0.0007701338147618066,2.04952289870292e-07
1250.0,1.5564763032196416e-05,0.000685365375892977
1260.0,0.0002527545043074733,0.000470037516391963
1270.0,0.00016683912340193353,0.00015259937212254692
1280.0,1.5527818348636874e-05,0.00026936242116076266
1290.0,0.0003216019136843385,0.0028955983457432215
1300.0,3.8128211691590227e-05,0.00011984157895548725
1310.0,6.4831685241105e-05,0.0003181114354949896
1320.0,0.006858968135165537,1.0815305433507668e-05
1330.0,0.0002655829609929134,0.0004572050227848235
1340.0,0.006192846827839529,0.019765133882728388
1350.0,0.00020860287701371722,6.200372149174903e-05
1360.0,0.000194100188570369,1.528519278007411e-05
1370.0,4.639353553985806e-06,0.0036244662078087912
1380.0,1.5740102221041404e-05,3.6341952108634506e-06
1390.0,0.00010263445292671781,0.00014458882046310018
1400.0,0.0002059199381474259,0.0007748231384355391
1410.0,7.758980849746784e-07,0.0006394482132158762
1420.0,7.165576408017796e-06,0.0006807835554394133
1430.0,6.23662703480493e-05,0.00012184392958095966
1440.0,2.6678482512074e-06,3.390714387884563e-06
1450.0,0.0001243857644251752,0.00041343253291238976
1460.0,0.0007363776172622908,5.449636886790799e-07
1470.0,0.003673563717735079,5.673119289337617e-05
1480.0,0.020217591222196237,0.008114683679281911
1490.0,0.005918879352353824,5.717092436980743e-05
1500.0,0.0012014580179291498,3.754796433348862e-05
1510.0,2.0942853865511403e-06,3.9015035582535405e-08
1520.0,2.7838800452485945e-08,4.681964616968704e-05
1530.0,1.5945285033294066e-08,0.0016594608029000578
1540.0,2.2313304403027583e-07,1.0342197306316791e-05
1550.0,9.964358702405518e-06,9.708858531573452e-07
1560.0,2.7056830851557517e-06,2.551040400575897e-09
1570.0,1.0827359293561098e-09,8.814823549871198e-06
1580.0,7.764485844504919e-07,1.248676094389598e-06
1590.0,2.518348024493722e-06,1.2288500972033984e-08
1600.0,1.104685101121169e-06,2.5747272674446813e-06
1610.0,2.232305688317707e-06,1.1614361422640465e-06
1620.0,8.968349009339176e-06,2.305830107086267e-05
1630.0,3.561194215459768e-06,2.0576059820424252e-06
1640.0,0.00028126073742374476,7.079206584510528e-10
1650.0,7.467683315894813e-06,3.6058357505064917e-13
1660.0,1.368957692480021e-07,5.10532328412825e-11
1670.0,1.0196864990659462e-06,6.86215881162629e-10
1680.0,2.303620960958808e-05,6.12014441591572e-05
1690.0,6.529162083512756e-06,0.006519471838821289
1700.0,2.0139331625341047e-05,7.299161874748695e-07
1710.0,9.122012934397209e-06,2.6380252845613565e-05
1720.0,2.494147436136231e-05,1.6364101502781916e-05
1730.0,1.7381018445877897e-05,1.0539736529749415e-05
1740.0,0.00017187424993079053,9.544299205346229e-07
1750.0,7.285239923342937e-05,7.6231781706972076e-06
1760.0,8.760665611007219e-09,0.0004897111831253832
1770.0,1.4648476924236346e-07,0.00837815619774815
1780.0,9.074959364396152e-06,0.00021745053497952062
1790.0,8.667408841683976e-05,0.00022716740190393249
1800.0,8.55199773509658e-06,0.015657468283624566
1810.0,2.4972841297331503e-07,6.385877780000145e-05
1820.0,0.0011476116732488674,3.7999762114440834e-08
1830.0,0.00013374515487116578,7.020736527255291e-10
1840.0,6.111197463059314e-05,1.9929897670410917e-13
1850.0,0.00014451027856555394,4.033383733137024e-08
1860.0,9.528858496633314e-06,9.764468820928374e-12
1870.0,2.419410802026836e-06,1.1691595547451641e-11
1880.0,3.1309558706104115e-05,1.0649170370566207e-11
1890.0,3.7650542430774513e-06,9.230378279466478e-07
1900.0,6.05345923980933e-07,1.9669563290404416e-07
1910.0,6.034161332653685e-06,6.545433953458722e-06
1920.0,4.012538205808851e-05,4.262987537528855e-06
1930.0,0.01189790696163364,2.8271960305636985e-07
1940.0,0.002109494781699691,7.667394623502531e-07
1950.0,0.01780164401491992,1.5053635647088074e-08
1960.0,0.0031337164576096792,0.0001622104517736212
1970.0,0.00026888907778487367,5.261940288317742e-05
1980.0,7.137379156022287e-07,1.2709298750641589e-09
1990.0,1.1310952131844678e-07,1.5003174730370763e-08
2000.0,4.7212840334987064e-11,7.747776988939749e-05
2010.0,9.690954915081987e-09,0.0041647697631763065
2020.0,1.471484323713997e-08,2.361006627308632e-06
2030.0,7.274165655337899e-06,2.2937803062974435e-06
2040.0,9.266567568501936e-05,0.0037269097968747568
2050.0,2.99586705548855e-05,1.6242483217607198e-06
2060.0,3.72491032480107e-05,2.5423068600467133e-08
2070.0,3.9415860470919145e-06,6.2512004740819336e-09
2080.0,4.051297245662858e-06,1.360627051657205e-10
2090.0,5.699980373934643e-08,2.3198340368213038e-09
2100.0,5.832993673977547e-10,0.00036328814345047786
2110.0,2.9356634607194553e-10,0.0001097244849209533
2120.0,6.371961138088496e-06,2.1815797329985872e-06
2130.0,6.32927506195538e-08,7.677307488895102e-09
2140.0,2.793769041611152e-08,1.2157926588413569e-10
2150.0,8.549176895383464e-06,7.708808458375314e-12
2160.0,0.0001354011493387723,2.8730129524511885e-13
2170.0,9.945349837437196e-05,2.9012070644446635e-12
2180.0,8.423791725684035e-06,1.9488943966152766e-12
2190.0,3.629974813286208e-07,8.663340928749588e-14
2200.0,1.091490781261884e-09,8.181733508555393e-12
2210.0,3.433500256505458e-09,2.5310823144715556e-13
2220.0,5.181881658076683e-08,3.246351941291244e-11
2230.0,7.797987445895956e-08,7.903147135303044e-13
2240.0,5.879738603620636e-06,6.201499012077046e-14
2250.0,3.372351090232473e-06,7.082618960212915e-14
2260.0,0.0002479691483923333,1.0148916707278042e-10
2270.0,0.0021301383214375946,1.1605787374015267e-08
2280.0,0.00016999494630148742,1.2402544536447811e-05
2290.0,0.012646843416791752,0.011341835273251485
2300.0,0.0008931753959714338,6.773561252098682e-08
2310.0,0.000125446302514963,1.9685720693579148e-05
2320.0,0.0021347785201203708,8.154945665160142e-05
2330.0,2.4726123156701356e-05,0.008350376561291742
2340.0,0.0008346690747271391,9.201579610598759e-08
2350.0,2.1285549069247246e-05,4.1835147382718824e-10
2360.0,3.360644429632883e-06,2.4758503882235325e-10
2370.0,8.123683498753346e-08,2.3730439458836278e-11
2380.0,1.8658001678588993e-09,6.4672141391204596e-09
2390.0,4.175374675900743e-09,3.1344743226351e-08
2400.0,1.287690223832716e-11,2.219475677338379e-12
2410.0,3.160429589632064e-11,3.9174214646767206e-08
2420.0,8.058288060768302e-08,4.045033568716772e-08
2430.0,8.558534724036865e-07,0.011109390063217293
2440.0,2.841401283368263e-07,0.0010509280266825143
2450.0,9.384445332370024e-08,2.561461009847059e-06
2460.0,0.0005572568567747241,2.5903024704256064e-09
2470.0,0.00020695444164608363,2.8100626336368696e-08
2480.0,8.106082589178931e-05,2.596024900128236e-08
2490.0,2.1053416941481234e-06,8.689323391928658e-13
2500.0,3.319257907062245e-07,3.941782501165517e-10
2510.0,1.2539712480996532e-05,2.8352532811161738e-09
2520.0,1.2019754982420072e-05,9.609267368817845e-12
2530.0,1.1883413524181434e-05,3.792573081110376e-12
2540.0,4.805147587325038e-06,2.091412572669948e-13
2550.0,0.007532561103506506,8.091240770373286e-14
2560.0,0.003218948080950751,6.819576350961618e-13
2570.0,2.70426213050165e-06,3.916820579835522e-09
2580.0,2.1765443911211557e-05,9.357881118978097e-07
2590.0,0.0001738687944211463,0.003471620834266123
2600.0,1.8771007648807962e-05,0.0012164743871365068
2610.0,1.8771007648807962e-05,1.572245173403292e-06
2620.0,1.8771007648807962e-05,7.279981400107227e-10
2630.0,5.170517449225581e-06,2.625837220186526e-09
2640.0,3.865720937365611e-05,4.5552862002730154e-09
2650.0,3.75954470584719e-06,5.225378256957471e-11
2660.0,2.313929588078631e-08,3.5425907119173683e-07
2670.0,1.6287669547045949e-10,2.70670974164614e-09
2680.0,4.216151333295025e-12,0.0001635590622370131
2690.0,1.883967862990088e-07,0.004459080502753698
2700.0,4.329722874838397e-10,9.259643461860225e-07
2710.0,6.123597447566643e-07,7.947252137621037e-06
2720.0,4.04686155460286e-06,1.6443586919705755e-06
2730.0,4.7493267095314474e-05,0.0003069600456777493
2740.0,2.0628830216981062e-06,0.00014444233393830225
2750.0,0.003265963983485123,5.291905184479927e-07
2760.0,7.617487032233467e-05,4.058690631087771e-08
2770.0,0.0006777114145379109,6.600076346820549e-08
2780.0,2.205335227038767e-05,2.463015937251317e-06
2790.0,3.661863932887973e-08,4.864395788302708e-08
2800.0,0.0009102485742372395,1.1726850070183218e-05
2810.0,5.501947784892579e-05,2.6460379497462207e-05
2820.0,2.9606521019302193e-06,1.288249711644206e-05
2830.0,2.698425460519616e-06,1.6984000786466224e-06
2840.0,0.0006188514657137998,6.661927427219953e-10
2850.0,0.009912494141814478,0.006895510670007966
2860.0,0.000992131279919241,2.8422798095005653e-09
2870.0,1.1507334400016238e-08,4.398890276026507e-08
2880.0,1.4169849771516403e-05,2.7218942369396526e-08
2890.0,0.0017005754362399087,2.7218942369396526e-08
2900.0,0.00048805651547843886,8.209290646684596e-09
2910.0,6.599859439864447e-06,0.0015068101063122278
2920.0,3.908648779504956e-06,9.074529949304534e-08
2930.0,2.028005104973612e-05,4.155697742738911e-06
2940.0,0.000913173367316579,0.00031408176057298975
2950.0,0.00010842490013403245,2.0193251837876867e-06
2960.0,1.4864065117025745e-06,1.7498299193733215e-06
2970.0,1.9200138904848525e-08,1.7498299193733215e-06
2980.0,2.1282188120645545e-09,1.2966978372835315e-06
2990.0,1.395826433422936e-07,0.005126418734772336
3000.0,3.647347479549804e-07,0.00014772088068491332
3010.0,4.5050866410961865e-09,0.00019594887359230238
3020.0,1.0278533459976525e-07,6.05590694692773e-06
3030.0,1.0278637951082316e-08,3.825923178482798e-09
3040.0,7.593949604609869e-13,4.238246832427067e-09
3050.0,2.0818225479447496e-09,0.00908177529638372
3060.0,3.00322523862441e-08,0.0003234609003083519
3070.0,3.2504225916514283e-07,0.0003234609003083519
3080.0,3.9286753765291946e-05,0.00020943960117829815
3090.0,3.6078603841189426e-09,0.004513458483241468
3100.0,7.587256548889697e-07,1.2967655085259639e-06
3110.0,7.587256548889697e-07,1.053775147546304e-12
3120.0,1.0660999415208111e-05,5.858491576867508e-14
3130.0,1.0660999415208111e-05,1.2384883943595933e-15
3140.0,3.4171023929931496e-06,2.235111881250853e-13
3150.0,0.007752200681680172,9.025566865733946e-15
3160.0,0.0005343742187909923,5.973145886541844e-16
3170.0,1.9226692211334355e-08,2.1574693168429348e-11
3180.0,1.24765732652158e-06,4.679231101992961e-11
3190.0,8.647487650456789e-08,6.337173138527743e-11
3200.0,1.2781791903884613e-07,4.773810389028654e-08
3210.0,5.615236014826754e-11,2.0015671027031643e-09
3220.0,7.771714356461152e-11,2.5478270672993002e-09
3230.0,2.2777741888621725e-09,5.530605923806474e-15
3240.0,9.876168736715758e-07,4.759039296004213e-12
3250.0,1.9743342935443305e-05,2.2045360309954393e-16
3260.0,1.7071220939864068e-06,7.117517613205295e-16
3270.0,6.741377836456309e-09,2.833256109124871e-15
3280.0,4.940942366188071e-10,1.0038998427659913e-17
3290.0,0.010956572858085505,1.1589729117973327e-13
3300.0,1.129155920549943e-06,9.872898154038903e-12
3310.0,8.664784164759047e-08,4.3737045481587287e-08
3320.0,1.9693440642425808e-07,7.526570169300543e-10
3330.0,9.529040607416021e-07,1.1641872207586753e-11
3340.0,3.8589087430316046e-09,2.839622068425422e-06
3350.0,9.645859262113813e-06,2.883449881881165e-06
3360.0,0.00031349575618968173,8.243693924143738e-10
3370.0,0.00031349575618968173,5.24594623349403e-08
3380.0,5.047746600285995e-05,1.6586625774673847e-06
3390.0,2.3277741238172067e-07,2.032886005782383e-08
3400.0,0.0001219133019446396,7.728774686944107e-09
3410.0,0.0001219133019446396,1.4814908847892472e-05
3420.0,0.003723191522270978,0.0007982896977627164
3430.0,0.0005635281934709925,0.00042477046259620536
3440.0,1.4046018225240327e-06,0.006589003169695268
3450.0,2.776937198035438e-06,0.000332835329178731
3460.0,1.199566844931435e-10,0.001263401628112224
3470.0,1.2109148994121221e-08,8.788941595505859e-05
3480.0,5.763068658138084e-07,0.0002978286568445263
3490.0,5.763068658138084e-07,3.7199415018737907e-09
3500.0,4.3089762071715135e-06,2.3170781187215197e-15
3510.0,2.377052361315488e-08,5.322616958706332e-13
3520.0,4.2175517709432184e-05,5.322616958706332e-13
3530.0,0.0001227969985551065,1.0048079754234954e-13
3540.0,0.0003747414135783934,9.86217359652932e-13
3550.0,5.326095492437788e-07,7.047650123779738e-11
3560.0,5.326095492437788e-07,2.552422805445992e-09
3570.0,2.3443451002442978e-05,0.002096430137372801
3580.0,1.5378572856631413e-06,0.0017597589920936086
3590.0,5.9990112719739015e-09,1.4954245101260499e-07
3600.0,6.993790936797181e-06,1.4954245101260499e-07
3610.0,6.993790936797181e-06,1.5637319110654865e-05
3620.0,0.00018442009830383564,1.2900191803918013e-09
3630.0,1.599833172674517e-07,1.548508206679746e-10
3640.0,3.442200143836457e-09,8.094776146650473e-12
3650.0,4.408795255912817e-08,3.8081519435685975e-13
3660.0,1.2883071201523946e-06,4.1673717830487645e-10
3670.0,2.6723422893554335e-08,4.415408909197702e-10
3680.0,5.240297308342488e-10,3.361070266819795e-07
3690.0,1.0114545419965644e-08,1.031770581883784e-05
3700.0,3.1188297620866176e-07,0.007044389884783788
3710.0,9.402116440850356e-06,3.384304452148643e-05
3720.0,0.008251157925823595,2.586791772306887e-05
3730.0,0.008251157925823595,3.2392963581358427e-07
3740.0,2.3141653581047902e-07,0.0013117712978966164
3750.0,1.0825974064837927e-09,1.7624094099198626e-08
3760.0,1.0825974064837927e-09,8.021783306838946e-10
3770.0,1.3081854272841806e-07,2.3500487073881805e-09
3780.0,1.3081854272841806e-07,6.269757541171615e-11
3790.0,1.3081854272841806e-07,2.2461713156803505e-14
3800.0,2.2774153964345908e-11,4.956188246302528e-12
3810.0,1.4801340865203989e-12,1.0388011540090491e-07
3820.0,7.484520978150269e-13,1.789154398564692e-05
3830.0,2.311585793494326e-14,1.0737834684600096e-06
3840.0,2.8448261025472178e-12,1.0737834684600096e-06
3850.0,2.279686981818485e-09,3.5847219830370975e-06
3860.0,6.099463067736705e-06,2.3025576487961498e-07
3870.0,4.317930871655502e-07,0.00455910479232185
3880.0,0.0010396222258954718,0.00012311975954679374
3890.0,5.996599294255042e-06,5.762941819705493e-07
3900.0,7.995856914139828e-06,7.902968277418521e-06
3910.0,0.00044851592924822543,2.527602152005579e-07
3920.0,2.2480429534974258e-05,6.286716296095926e-07
3930.0,4.7549640321789866e-07,1.4972957147047216e-06
3940.0,4.7549640321789866e-07,1.4972957147047216e-06
3950.0,1.380155265505323e-06,3.553207678787503e-06
3960.0,0.00018018520850215402,9.441735384284286e-06
3970.0,9.08754521330636e-06,0.0042998242152422015
3980.0,4.450824593885926e-05,6.495799843521295e-05
3990.0,5.1612474002530306e-06,6.381036601197576e-05
4000.0,1.1764850350539432e-05,0.0058405591882277445
4010.0,2.6445384307535815e-05,0.00019178108558088176
4020.0,0.001182266675517641,2.0971946028747318e-10
4030.0,0.003291629856627647,2.8453784627862545e-08
4040.0,6.579132987879062e-10,6.007116511861868e-10
4050.0,1.9997932082387572e-06,0.00020855724841889199
4060.0,0.00010197717325368167,0.0008648687619026418
4070.0,0.00016154908369996328,2.361555277513148e-05
4080.0,1.510570370748363e-07,3.4861109856217546e-07
4090.0,1.510570370748363e-07,0.0003857316044153269
4100.0,1.3056360310776112e-08,0.002114492683800707
