hour_ms,n,overshoot_all,arb_loss_sum,arb_volume,cex,cex_n,share_cex,continuation,continuation_n,share_continuation,same_block,same_block_n,share_same_block,onchain,onchain_n,share_onchain,long,long_n,share_long,cex_jump,cex_move,cex_jump_n,cex_move_n,cex_tau_mean_ms,cex_tau_median_ms,cex_sqrt_tau_mean,cex_p_k1,sigma_ps,liq_mean,volume,hod,day,post,t_days
1765767600000,2,1.164516285698269,0.002484396130359576,0.9785880006521219,1.5099985329664274,1.0,0.5,0.8190340384301104,1.0,0.5,,,0.0,,,0.0,,,0.0,0.6072887859759563,0.9027097469904711,1.0,1.0,6393.0,6393.0,2.528438253151538,0.0,3.2726822724962265e-05,1.3501533926526867e+23,9.061229035191507,3,2025-12-15 00:00:00+00:00,0,-29.979166666666668
1765778400000,2,0.22551906556647022,0.0027494484223500614,1.127674016111214,0.11382077381107916,1.0,0.5,,,0.0,0.33721735732186126,1.0,0.5,,,0.0,,,0.0,0.11382077381107916,0.0,1.0,1.0,5434.0,5434.0,2.331094163692235,0.0,3.7178023706663235e-05,1.3498502414988323e+23,14.45744895987703,6,2025-12-15 00:00:00+00:00,0,-29.854166666666668
1765792800000,1,0.3890021330893662,0.001380879038528318,0.5617045164382316,,,0.0,0.3890021330893662,1.0,1.0,,,0.0,,,0.0,,,0.0,,,,,,,,,5.749980578359749e-05,1.530570703210696e+23,2.0987117774553705,10,2025-12-15 00:00:00+00:00,0,-29.6875
1765796400000,1,4.003121058353009,0.006869858372579797,2.7102234227470894,,,0.0,4.003121058353009,1.0,1.0,,,0.0,,,0.0,,,0.0,,,,,,,,,9.68546049724245e-05,1.4594049593280622e+23,10.25166047238922,11,2025-12-15 00:00:00+00:00,0,-29.645833333333332
1765800000000,1,0.15211554162677335,0.0025042739945540537,1.0630535451482412,,,0.0,0.15211554162677335,1.0,1.0,,,0.0,,,0.0,,,0.0,,,,,,,,,3.1633204991778e-05,1.4060276939344384e+23,10.853395503416138,12,2025-12-15 00:00:00+00:00,0,-29.604166666666668
1765807200000,1,1.1475941630273652,0.002951116277245133,1.209401034097651,1.1475941630273652,1.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0062513539328618375,1.1413428090945033,1.0,1.0,94.0,94.0,0.3065941943351178,1.0,6.342986932899923e-05,1.4022225969894524e+23,2.712152763173775,14,2025-12-15 00:00:00+00:00,0,-29.520833333333332
1765810800000,5,1.4288936907857148,0.008575481423371622,3.356886726977785,1.4288936907857148,5.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,1.5229546631264852,-0.09406097234077038,5.0,5.0,1098.6,836.0,0.9457722977424767,0.4,0.00018735251391549702,1.4060276939344385e+23,21.11172617724899,15,2025-12-15 00:00:00+00:00,0,-29.479166666666668
1765814400000,4,2.143960930251509,0.01113598242025208,4.312605643600712,2.3668248968916834,3.0,0.75,1.4753690303309859,1.0,0.25,,,0.0,,,0.0,,,0.0,3.33906284150404,-0.9722379446123566,3.0,3.0,3385.3333333333335,2866.0,1.720711909332394,0.0,0.00014873570150395753,1.484446145562108e+23,30.234231756601137,16,2025-12-15 00:00:00+00:00,0,-29.4375
1765818000000,2,1.7059791971291367,0.0042984550976139894,1.690022778854165,2.2178771999453946,1.0,0.5,1.1940811943128788,1.0,0.5,,,0.0,,,0.0,,,0.0,0.3325080709099199,1.8853691290354746,1.0,1.0,3036.0,3036.0,1.7424121211699601,0.0,7.259892076144209e-05,1.4021138799338814e+23,24.696257433988695,17,2025-12-15 00:00:00+00:00,0,-29.395833333333332
1765821600000,5,1.6054525887002842,0.014535564087917154,5.864255639502471,1.6054525887002842,5.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,1.4867150299026295,0.11873755879765469,5.0,5.0,9978.0,6089.0,2.682458672616664,0.2,6.0867048618456956e-05,1.3419907012455922e+23,37.97691388629693,18,2025-12-15 00:00:00+00:00,0,-29.354166666666668
1765836000000,2,2.948112732807395,0.006117568955461589,2.3465408565321084,3.0941249814525835,1.0,0.5,2.802100484162206,1.0,0.5,,,0.0,,,0.0,,,0.0,1.3309952636459061,1.7631297178066774,1.0,1.0,18018.0,18018.0,4.244761477397758,0.0,0.00011810271225242165,1.3415094708037985e+23,20.195960180278927,22,2025-12-15 00:00:00+00:00,0,-29.1875
1765839600000,2,14.077395160238003,0.03843845169308513,10.89888268131034,,,0.0,0.48369028090413607,1.0,0.5,27.671100039571872,1.0,0.5,,,0.0,,,0.0,,,,,,,,,0.00019635117145407253,1.2802001613504117e+23,25.616508907059142,23,2025-12-15 00:00:00+00:00,0,-29.145833333333332
1765843200000,1,0.9374773363751915,0.007039267007704544,3.533044155282959,0.9374773363751915,1.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,4.103303665074519,-3.165826328699328,1.0,1.0,32312.0,32312.0,5.6843645203311866,0.0,8.953306478296573e-05,1.217019805510694e+23,19.039868494522842,0,2025-12-16 00:00:00+00:00,0,-29.104166666666668
1765850400000,4,1.6003955007393373,0.010015161924347279,4.0321344058592405,1.0766455228683687,2.0,0.5,3.4365656497720383,1.0,0.25,,,0.0,0.8117253074485736,1.0,0.25,,,0.0,1.1934514686401605,-0.11680594577179187,2.0,2.0,1839.0,1839.0,1.354204311824536,0.0,0.00012119957759294144,1.1915279430868585e+23,24.93680490175,2,2025-12-16 00:00:00+00:00,0,-29.020833333333332
1765854000000,2,0.9543417856389342,0.0029175730638981937,1.1697371966104964,0.9543417856389342,2.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,0.42840311578142776,0.5259386698575064,2.0,2.0,7175.0,7175.0,2.2102881363347056,0.5,9.554407111622675e-05,1.1901190117124192e+23,5.3620283319464175,3,2025-12-16 00:00:00+00:00,0,-28.979166666666668
1765868400000,8,4.4452493174329755,0.04398786179169067,14.88313540512429,4.7028473648364155,7.0,0.875,,,0.0,2.6420629856088946,1.0,0.125,,,0.0,,,0.0,2.752465098515667,1.9503822663207477,7.0,7.0,1032.5714285714287,855.0,0.9221513570631793,0.42857142857142855,0.00019610012210359896,1.2504743042110692e+23,35.198976555430036,7,2025-12-16 00:00:00+00:00,0,-28.8125
1765872000000,3,1.1607659947730529,0.0033767217594360267,1.3306372852318336,1.1607659947730529,3.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,1.1994389770940173,-0.0386729823209642,3.0,3.0,3296.0,1888.0,1.6642341637097162,0.0,3.6885834508859724e-05,1.2319218524765412e+23,5.261198094317919,8,2025-12-16 00:00:00+00:00,0,-28.770833333333332
1765875600000,1,3.751966918323379,0.0033950889620551782,1.2749340587119193,,,0.0,3.751966918323379,1.0,1.0,,,0.0,,,0.0,,,0.0,,,,,,,,,0.0001074934066830648,1.232739257668921e+23,6.81665660212126,9,2025-12-16 00:00:00+00:00,0,-28.729166666666668
1765879200000,1,0.932223302833623,0.001447076215289052,0.5813183135911155,,,0.0,0.932223302833623,1.0,1.0,,,0.0,,,0.0,,,0.0,,,,,,,,,6.37662108083091e-05,1.2327591463783432e+23,2.240302396171457,10,2025-12-16 00:00:00+00:00,0,-28.6875
1765882800000,2,4.4688791283409515,0.012917848963424192,5.054415610824739,4.4688791283409515,2.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,1.7428076395398446,2.7260714888011073,2.0,2.0,8369.5,8369.5,2.892867394697845,0.0,9.789380272052648e-05,1.3030908968735229e+23,24.005377717223148,11,2025-12-16 00:00:00+00:00,0,-28.645833333333332
1765890000000,3,1.084464620714046,0.003537683831625782,1.3958587380359377,1.250446305711161,2.0,0.6666666666666666,,,0.0,0.7525012507198164,1.0,0.3333333333333333,,,0.0,,,0.0,2.001312937716681,-0.7508666320055202,2.0,2.0,11086.0,11086.0,2.829213335930048,0.0,8.150392386860518e-05,1.3510953781711516e+23,7.508471931068609,13,2025-12-16 00:00:00+00:00,0,-28.5625
1765893600000,1,0.7368905915900109,0.0015952908378515315,0.6443155186746296,0.7368905915900109,1.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,0.7368905915900109,0.0,1.0,1.0,214.0,214.0,0.4626013402488151,1.0,8.265678702532827e-05,1.353153099881251e+23,3.4553066926514955,14,2025-12-16 00:00:00+00:00,0,-28.520833333333332
1765897200000,2,1.6334255239242252,0.0029558692896219504,1.1477451466261719,,,0.0,1.6334255239242252,2.0,1.0,,,0.0,,,0.0,,,0.0,,,,,,,,,7.33788677397179e-05,1.3345739398946896e+23,28.150602474221053,15,2025-12-16 00:00:00+00:00,0,-28.479166666666668
1765900800000,5,0.8044232315430827,0.005973978238211906,2.383619960797731,0.9920306176553146,4.0,0.8,0.05399368709415545,1.0,0.2,,,0.0,,,0.0,,,0.0,1.0632467383747897,-0.07121612071947503,4.0,4.0,10537.0,1449.0,2.288562426751288,0.5,9.069471640277912e-05,1.3302203055278197e+23,7.787121758696076,16,2025-12-16 00:00:00+00:00,0,-28.4375
1765904400000,5,0.7446943718786508,0.006606416511219121,2.665741912622275,0.8057503909481228,4.0,0.8,0.5004702956007628,1.0,0.2,,,0.0,,,0.0,,,0.0,0.834454132695472,-0.028703741747349035,4.0,4.0,1801.5,1810.0,1.1501564575232897,0.5,5.720735085897489e-05,1.2468060795001736e+23,11.666042843861709,17,2025-12-16 00:00:00+00:00,0,-28.395833333333332
1765908000000,1,5.485225027960804,0.006194909211500488,2.336380774903337,,,0.0,5.485225027960804,1.0,1.0,,,0.0,,,0.0,,,0.0,,,,,,,,,5.0587523824431485e-05,1.2402783510708507e+23,10.526101688849389,18,2025-12-16 00:00:00+00:00,0,-28.354166666666668
1765911600000,1,0.9191247617795989,0.0007068025559382079,0.277613766625502,0.9191247617795989,1.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,0.11788344195742209,0.8012413198221768,1.0,1.0,2860.0,2860.0,1.6911534525287764,0.0,8.087764447492097e-05,1.2370298414885841e+23,3.4285592518446624,19,2025-12-16 00:00:00+00:00,0,-28.3125
1765926000000,1,2.3993296766561474,0.0023045066281900534,0.8917212184310019,,,0.0,,,0.0,2.3993296766561474,1.0,1.0,,,0.0,,,0.0,,,,,,,,,3.390026142191441e-05,1.2371940937142933e+23,2.903011999942936,23,2025-12-16 00:00:00+00:00,0,-28.145833333333332
1765933200000,4,0.9905757097914075,0.005739934345379809,2.29260862273809,0.9905757097914075,4.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,1.562663723937174,-0.5720880141457663,4.0,4.0,11119.0,4988.0,2.5987169541629505,0.25,2.7758752176654838e-05,1.233044036087377e+23,6.762789441040821,1,2025-12-17 00:00:00+00:00,0,-28.0625
