,swaps,swaps,volume_quote,volume_quote,arb_share,arb_share,arb_loss,arb_loss,fee_income,fee_income,arb_loss_bps,arb_loss_bps
regime,post,pre,post,pre,post,pre,post,pre,post,pre,post,pre
hour,,,,,,,,,,,,
0,82,35,1636.999545768166,450.2819708059877,0.6829268292682927,0.8571428571428571,10.764879038201308,3.878823738400988,16.36999545768166,4.502819708059878,65.75981689200691,86.1421062774963
1,45,109,973.670943406666,1819.0668996501643,0.7777777777777778,0.7064220183486238,6.7476728747490675,16.525637247188445,9.736709434066661,18.190668996501643,69.30136839803811,90.8467811182018
2,48,59,795.9195105152467,1502.1811985637646,0.6875,0.7627118644067796,7.9247252499828935,15.359287522814276,7.959195105152465,15.021811985637651,99.56691782631061,102.24657010418775
3,53,38,917.1957964873617,701.7799370456439,0.6415094339622641,0.7368421052631579,8.977450840263435,6.928155646058139,9.171957964873615,7.01779937045644,97.87932821590442,98.72262343697537
4,62,41,678.1117895158553,543.3857675122076,0.5806451612903226,0.7073170731707317,7.157791670402825,4.185027605150291,6.781117895158553,5.433857675122076,105.55474452837933,77.01761539156011
5,30,56,297.2351862005481,2141.513690914105,0.2,0.5178571428571429,0.03877056226015556,7.644935670470859,2.972351862005482,21.415136909141047,1.3043732391089324,35.698747586374836
6,38,108,489.8422384590892,1685.2483492696313,0.631578947368421,0.6111111111111112,4.362781026342902,15.477929199372213,4.8984223845908925,16.85248349269631,89.06502305858776,91.84360991114563
7,91,90,919.0565112659765,1674.0054219200829,0.6043956043956044,0.5555555555555556,9.424521874918945,6.932540177734339,9.190565112659765,16.74005421920083,102.54561889711124,41.41288962960897
8,97,148,1374.9910100140446,2997.69431195915,0.7525773195876289,0.5878378378378378,11.823308102718931,25.52363577443621,13.74991010014045,29.976943119591507,85.98825749848477,85.14422458824755
9,43,57,454.20221629747607,1175.7699766753822,0.6744186046511628,0.5789473684210527,2.21346887639936,11.443020316974344,4.54202216297476,11.757699766753822,48.73311483248392,97.32363084598173
10,62,65,1287.711165193031,787.5449600520893,0.6290322580645161,0.6615384615384615,4.947839980176399,4.290246909697903,12.87711165193031,7.875449600520895,38.42352317753419,54.476215674266264
11,109,121,2254.699436658692,12361.932726293462,0.7064220183486238,0.4462809917355372,13.306332480409086,6.050950398197301,22.54699436658692,123.6193272629346,59.015992393771775,4.894825535918919
12,55,69,2065.2018917845326,12419.346102180296,0.5272727272727272,0.6521739130434783,7.411736982834822,9.213264937971518,20.65201891784532,124.19346102180297,35.8886799993698,7.418478285546829
13,101,97,1729.2627455910701,2142.508692522451,0.7821782178217822,0.6288659793814433,13.733078892402007,11.84559615038664,17.292627455910704,21.42508692522451,79.41580264431116,55.28843916353218
14,62,136,1114.373387434755,2261.8877417377034,0.6774193548387096,0.5514705882352942,10.48559651010066,19.55257242899738,11.14373387434755,22.618877417377035,94.09410372081932,86.44360225400065
15,60,103,769.152067683856,1655.3869576405375,0.6333333333333333,0.5631067961165048,8.102649428538498,14.303907283048853,7.691520676838561,16.553869576405376,105.34522065237331,86.40823957823464
16,65,112,1061.751372795994,1645.6074233141633,0.6923076923076923,0.5625,8.256014771244745,11.408866760817865,10.617513727959938,16.456074233141635,77.75845629004017,69.32921302603894
17,67,125,1423.9033202573091,2180.9280420935484,0.5522388059701493,0.696,5.0038228834851335,21.620084877954554,14.239033202573095,21.809280420935487,35.141591513256024,99.13249983800789
18,39,58,475.65673458524986,753.6548009729544,0.7948717948717948,0.5517241379310345,5.084761130241598,7.565196614940272,4.756567345852499,7.536548009729545,106.89980316740957,100.38012900831713
19,40,23,553.0880162273713,280.4641656783594,0.65,0.5217391304347826,3.5769955730393543,2.9170864683530433,5.530880162273713,2.8046416567835935,64.67317078099323,104.00923987196292
20,36,38,414.3094368568477,564.8197518521143,0.6388888888888888,0.7105263157894737,4.007119200161919,3.8433171082511484,4.1430943685684785,5.648197518521143,96.71802869280191,68.04501959516169
21,15,24,204.68939311811076,703.3129191240279,0.6666666666666666,0.5,2.096034417850568,5.630512232271775,2.0468939311811076,7.033129191240278,102.40073439668195,80.05699993801542
22,17,54,435.0891768182935,1066.8383483881164,0.8823529411764706,0.5740740740740741,2.155371197401885,9.653535264274936,4.350891768182936,10.668383483881163,49.5386075370483,90.4873290209378
23,113,53,2397.1548466345844,587.2390444932837,0.8849557522123894,0.6981132075471698,24.04600306692903,5.915759593802141,23.971548466345848,5.8723904449328375,100.3105957076061,100.7385263169401
