sender,n_arb_strict,share,arb_share_of_own_swaps,n_cex,tau_p10_ms,tau_p50_ms,p_k1,overshoot_bps,arb_loss_sum_quote,volume_quote,share_same_block
0xbce729580490534fdaa5a4306c49c019418e2823,120330,0.34297978833475373,0.2863316097437935,53556,117.0,347.0,0.8822540891776832,0.698955389126707,83082.28188239144,649025663.1264377,0.06827058921299758
0x2fba633d7b9bfe947cfa7d2d86aef05014b41024,69947,0.19937178803831979,0.15277774744176395,18640,61.0,222.0,0.9552575107296137,0.45984553635513525,38757.44390714605,382269951.24519193,0.6017985045820406
0x32564234df8961ae1d640be2cba4aeab54151551,59154,0.16860821407092183,0.23037827775159775,31918,81.0,280.0,0.9324519080142866,0.6414325882299359,32929.729412224944,290835054.76348054,0.1525678736856341
0x4bce263371ec91da8369fb00a1f344bae2ee5cdb,22772,0.06490763516960868,0.2911350328568872,300,53.500000000000014,290.0,0.9166666666666666,0.3695636352807528,5702.912740777333,53447454.4363245,0.8869664500263481
0x7cda585e917fecb3a33c6d5a8f8a15dd956694dc,11760,0.03351983969763737,0.23504487038554553,5561,100.0,276.0,0.9541449379607985,0.8659320176553119,6852.538488705055,58463822.50635727,0.23273809523809524
0x13f4ea83d0bd40e75c8222255bc855a974568dd4,8085,0.023044889792125687,0.02572726867732882,553,52.0,281.0,0.7540687160940326,1.095437402821832,9556.166293965505,46357049.617417395,0.40358688930117503
0x6777c00839fe6ccfc84f08a44704108471bb1fe4,6269,0.017868696859225226,0.22210806023029228,2671,79.0,327.0,0.8764507675028079,0.5908438168547882,2598.6956344186046,26404621.51851025,0.10990588610623704
0xbbbf03817a447451bad374c97a7c7d566471f2fd,5795,0.016517642095902084,0.2931653766378307,2642,150.10000000000002,283.0,0.9685844057532172,1.381015066854543,2410.127206950803,15112121.31132412,0.14063848144952545
0x9999b0cdd35d7f3b281ba02efc0d228486940515,4624,0.013179909758662855,0.004597404017757274,436,27.0,181.0,0.8899082568807339,0.3074018002607907,400.0088088068503,3536468.5007815063,0.7192906574394463
0x0501f595d17dd90ff11a9873692ee3f8d478f4e5,4264,0.012153792216898445,0.01918413439691902,567,27.0,171.0,0.9065255731922398,0.23550513380634824,250.238933315984,2728507.7420440335,0.600375234521576
0x1b81d678ffb9c0263b24a97847620c99d213eb14,3884,0.011070668145036013,0.006483079562942958,401,34.0,213.0,0.827930174563591,0.17175441455753832,1001.6218830696146,11235290.87305953,0.5635942327497425
0x278d858f05b94576c1e6f73285886876ff6ef8d2,3737,0.010651670148815547,0.1278655991240676,562,186.1,324.5,0.8772241992882562,0.43749717490986023,523.0392041575104,4269446.265419713,0.6176077067166176
0xaf30736465dec110ec6ab68d3a22e4b24968401f,2062,0.005877373253106144,0.09197145405887601,259,28.8,210.0,0.9652509652509652,1.2745312817523766,1056.7365711029931,8681378.198209494,0.6498545101842871
0x38fd0494a4c938d999454a8b89103e5afa44edd6,1643,0.004683086447552567,0.4187054026503568,758,178.4,313.0,0.9498680738786279,0.9743550455644536,892.2633470455387,8586136.020466264,0.17528910529519173
0xfd7aa0385068954edf310cac3fbbb69404207617,1590,0.004532019142792807,0.005383097075183922,205,25.0,199.0,0.8536585365853658,0.11571671331546991,61.7797826989936,646738.1834367564,0.5371069182389937
